repo,source_csv,found,match_name,match_path,default_branch,ref_scanned,match_url,match_sha,match_size_bytes,scan_method,http_status,error_type,error_message,scanned_at_utc,stars,fork,archived,id,name,isFork,commits,branches,releases,forks,mainLanguage,defaultBranch,license,homepage,watchers,stargazers,contributors,size,createdAt,pushedAt,updatedAt,totalIssues,openIssues,totalPullRequests,openPullRequests,blankLines,codeLines,commentLines,metrics,lastCommit,lastCommitSHA,hasWiki,isArchived,isDisabled,isLocked,languages,labels,topics
vuer-ai/vuer,results.csv,True,SKILL.md,/docs/guides/claude_skill.md,main,main,https://github.com/vuer-ai/vuer/blob/b84d0a2e44b72505be86d29b08fcef9016b7d01a/docs/guides/claude_skill.md,e75c6e29bfc11e9744d0760fe0baf8450eff9f53,,code_search,200,none,,2026-02-19T02:35:16Z,338,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vstorm-co/pydantic-deepagents,results.csv,True,SKILL.md,/examples/skills/code-review/SKILL.md,main,main,https://github.com/vstorm-co/pydantic-deepagents/blob/4f7c5596eaa26a3f29f3be6ca1475a41d8ff4bc0/examples/skills/code-review/SKILL.md,4c36f82af8d8def2d22e8bc2e4c32fbe6018c0e1,,code_search,200,none,,2026-02-19T02:35:16Z,303,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wshuyi/x-article-publisher-skill,results.csv,True,SKILL.md,/skills/x-article-publisher/SKILL.md,main,main,https://github.com/wshuyi/x-article-publisher-skill/blob/eb3197d1d8579556aea5018d5c0b141d55fc2df6/skills/x-article-publisher/SKILL.md,9c7c894bdc385bc480cec04cd7c80e623ccc7a6d,,code_search,200,none,,2026-02-19T02:47:40Z,587,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wshobson/agents,results.csv,True,SKILL.md,/plugins/conductor/skills/track-management/SKILL.md,main,main,https://github.com/wshobson/agents/blob/5d65aa10638bcc1b390738e11f9bff213f61955a/plugins/conductor/skills/track-management/SKILL.md,27e5ec02c16d53c5e7bd895ebc030ad19c17bc1c,,code_search,200,none,,2026-02-19T02:47:40Z,28867,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yhy0/CHYing-agent,results.csv,True,SKILL.md,/chying_agent/skills/rce/SKILL.md,main,main,https://github.com/yhy0/CHYing-agent/blob/3c083114b10710203250b10deadbe98cda6cefb3/chying_agent/skills/rce/SKILL.md,876b829923bc873aab45e8af8d1ca355157a9d7f,,code_search,200,none,,2026-02-19T02:59:02Z,352,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yunshu0909/yunshu_skillshub,results.csv,True,SKILL.md,/ui-design/SKILL.md,master,master,https://github.com/yunshu0909/yunshu_skillshub/blob/4692832eb6ed01d125e0404bcc12fef65a0588b5/ui-design/SKILL.md,98f44c206199be4c3bf079d483351e1bbedf802c,,code_search,200,none,,2026-02-19T03:03:10Z,183,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yusufkaraaslan/Skill_Seekers,results.csv,True,SKILL.md,/docs/features/BOOTSTRAP_SKILL.md,development,development,https://github.com/yusufkaraaslan/Skill_Seekers/blob/cb87a6c5b631dd6c36daa8e115fdc3a3affa556d/docs/features/BOOTSTRAP_SKILL.md,98302f6487ac329b70c88932b64be24d830b660f,,code_search,200,none,,2026-02-19T03:04:11Z,9620,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zscole/adversarial-spec,results.csv,True,SKILL.md,/skills/adversarial-spec/SKILL.md,main,main,https://github.com/zscole/adversarial-spec/blob/f90cf0c36c3999b8dc272c9c06dee9846076f369/skills/adversarial-spec/SKILL.md,9e5fe12e32d3b318177d609834d08fe83fe4e09c,,code_search,200,none,,2026-02-19T03:12:28Z,489,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zscole/model-hierarchy-skill,results.csv,True,SKILL.md,/SKILL.md,main,main,https://github.com/zscole/model-hierarchy-skill/blob/main/SKILL.md,c42e982ff635a9a865bb6582056b7d4d43053ba4,9152,contents_api,200,none,,2026-02-19T03:13:29Z,317,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zstmfhy/zlibrary-to-notebooklm,results.csv,True,SKILL.md,/SKILL.md,main,main,https://github.com/zstmfhy/zlibrary-to-notebooklm/blob/main/SKILL.md,e1b58d477b94e99a5a60dd3fd3d234d1b6c92b44,6621,contents_api,200,none,,2026-02-19T03:13:29Z,1358,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zstmfhy/annas-to-notebooklm,results.csv,True,SKILL.md,/SKILL.md,main,main,https://github.com/zstmfhy/annas-to-notebooklm/blob/main/SKILL.md,843aa31844b386ad930854f440a75f5f36a379d6,8704,contents_api,200,none,,2026-02-19T03:13:29Z,193,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
