rank,repo,skill_count,mainLanguage,stars,forks,commits,contributors
493,adobe/helix-website,15,JavaScript,38,55,,
494,coollabsio/coolify,15,PHP,51056,3684,,
495,paid-tw/skills,15,PHP,205,16,,
496,Blazemeter/bzm-mcp,15,Python,24,4,,
497,bnomei/kirby-mcp,15,PHP,36,1,,
498,kaptinlin/gozod,15,Go,18,1,,
499,Amanbh997/Urban-Design-Skills-Claude,15,Python,29,4,,
500,AztecProtocol/aztec-packages,15,C++,424,590,,
501,Hidden-History/ai-memory,15,Python,21,4,,
502,iSerter/laravel-claude-agents,15,PHP,18,4,,
503,Qredence/agentic-fleet,15,Python,92,10,,
504,pdovhomilja/nextcrm-app,15,TypeScript,540,173,,
505,Project-N-E-K-O/N.E.K.O,15,JavaScript,683,94,,
506,OthmanAdi/planning-with-files,14,Python,14533,1343,,
507,iOfficeAI/AionUi,14,TypeScript,17060,1292,,
508,dlt-hub/dlt,14,Python,4951,459,,
509,AgriciDaniel/claude-blog,14,Python,39,16,,
510,UKGovernmentBEIS/inspect_evals,14,Python,380,262,,
511,doomclouds/LightRAGNet,14,C#,10,3,,
512,AgriciDaniel/claude-seo,14,Python,1186,184,,
513,ThinkInAIXYZ/deepchat,14,TypeScript,5523,636,,
514,benswift/.dotfiles,14,Python,20,7,,
515,rohitg00/skillkit,14,TypeScript,403,32,,
516,Opentrons/opentrons,14,Python,491,194,,
517,clawbernetes/clawbernetes,14,Rust,30,0,,
518,kalbasit/ncps,14,Go,271,11,,
519,aymericzip/intlayer,14,TypeScript,603,102,,
520,waynesutton/convexskills,14,JavaScript,334,26,,
521,volcengine/OpenViking,14,Python,3835,294,,
522,ArvorCo/Relentless,14,TypeScript,84,5,,
523,swarm-ai-safety/swarm,14,Python,11,2,,
524,t0dorakis/murmur,14,TypeScript,17,0,,
525,alirezarezvani/claude-code-skill-factory,14,Python,528,103,,
526,tradingstrategy-ai/web3-ethereum-defi,14,Python,775,176,,
527,terrorproforma/GradientOS,14,Python,18,3,,
528,abdullah1854/MCPGateway,14,TypeScript,12,2,,
529,Automattic/wordpress-activitypub,14,PHP,561,85,,
530,umputun/cc-thingz,14,Python,100,5,,
531,EXboys/skilllite,14,Rust,35,3,,
532,pollinations/pollinations,14,TypeScript,4042,647,,
533,roborev-dev/roborev,14,Go,605,55,,
534,goldengrape/Agent-company,14,Python,35,4,,
535,BluebagAI/skills,14,Python,20,1,,
536,CloudAI-X/claude-workflow-v2,14,Python,1268,183,,
537,Qredence/fleet-rlm,13,Python,21,2,,
538,joa23/linear-cli,13,Go,82,9,,
539,artemiv4nov/fabricator,13,Python,10,0,,
540,atilladeniz/Kubeli,13,TypeScript,237,20,,
541,hoangsonww/EstateWise-Chapel-Hill-Chatbot,13,TypeScript,22,16,,
542,remorses/kimaki,13,TypeScript,505,26,,
543,navotvolkgroundup/groundup-toolkit,13,Python,64,9,,
544,ZhangHanDong/cowork-skills,13,Rust,27,4,,
545,ReScienceLab/opc-skills,13,Python,453,47,,
546,sugarforever/01coder-agent-skills,13,Python,59,19,,
547,pymc-labs/pymc-marketing,13,Python,1061,372,,
548,namastexlabs/automagik-genie,13,TypeScript,208,32,,
549,inclusionAI/AReaL,13,Python,3573,299,,
550,artwist-polyakov/polyakov-claude-skills,13,Python,42,8,,
551,AgriciDaniel/claude-ads,13,Python,370,95,,
552,twwch/OpenSkills,13,Python,42,0,,
553,emdashcodes/claude-code-plugins,13,Python,12,1,,
554,taurgis/has-marstek-local-api,13,Python,10,3,,
555,jewbetcha/opentrace,13,TypeScript,26,1,,
556,mitkox/ai-coding-factory,13,C#,134,52,,
557,different-ai/openwork,13,TypeScript,10414,920,,
558,dojoengine/book,13,TypeScript,53,95,,
559,rstackjs/agent-skills,13,JavaScript,14,0,,
560,warpdotdev/oz-skills,13,Python,74,3,,
561,julianromli/droid-factory-template,13,Python,48,9,,
562,krafton-ai/KIRA,13,Python,639,93,,
563,UseAI-pro/openclaw-skills-security,13,JavaScript,20,1,,
564,hao-ai-lab/research-agent,13,TypeScript,12,2,,
565,TechNickAI/ai-coding-config,13,Python,17,3,,
566,yorkeccak/scientific-skills,13,JavaScript,17,2,,
567,zylos-ai/zylos-core,13,JavaScript,805,79,,
568,dotnet/maui,13,C#,23188,1914,,
569,can1357/oh-my-pi,13,TypeScript,1336,97,,
570,xenitV1/claude-code-maestro,13,JavaScript,202,29,,
571,anysiteio/agent-skills,13,JavaScript,13,4,,
572,vishalsachdev/canvas-mcp,13,Python,61,26,,
573,LangConfig/langconfig,12,Python,18,0,,
574,ojowwalker77/Claude-Matrix,12,TypeScript,97,8,,
575,BrownFineSecurity/iothackbot,12,Python,652,101,,
576,mhawthorne/gza,12,Python,10,1,,
577,leonardomso/33-js-concepts,12,JavaScript,66256,9192,,
578,wlzh/skills,12,Python,170,25,,
579,AIDotNet/OpenCowork,12,TypeScript,50,15,,
580,yellow-hammer/vscode-1c-platform-tools,12,TypeScript,115,8,,
581,microsoft/vscode,12,TypeScript,182066,38137,,
582,openai/openai-agents-js,12,TypeScript,2341,617,,
583,GeoloeG-IsT/agents-reverse-engineer,12,TypeScript,10,3,,
584,oursky/skytest-agent,12,TypeScript,15,1,,
585,DoIT-Artificial-Intelligence/youtube-to-docs,12,Python,30,3,,
586,block/goosetown,12,JavaScript,40,5,,
587,dotnet/aspire,12,C#,5467,811,,
588,doodledood/manifest-dev,12,Python,57,7,,
589,coctostan/pi-superpowers-plus,12,TypeScript,13,1,,
590,Gentleman-Programming/engram,12,Go,469,40,,
591,ikemtz/AngularMonoRepo,12,TypeScript,11,4,,
592,intertwine/hive-orchestrator,12,Python,14,2,,
593,elithrar/dotfiles,12,TypeScript,162,13,,
594,sorryhyun/DiPeO,12,Python,12,2,,
595,OriNachum/autonomous-intelligence,12,Python,214,15,,
596,sailscastshq/boring-stack,12,JavaScript,485,24,,
597,QuixiAI/Hexis,12,Python,546,73,,
598,fabriqaai/specs.md,12,TypeScript,65,7,,
599,necatiarslan/airflow-vscode-extension,12,TypeScript,42,1,,
600,alirezarezvani/claude-cto-team,12,Python,54,9,,
601,byteowlz/oqto,12,Rust,25,1,,
602,dartsim/dart,12,C++,1058,296,,
603,letta-ai/letta-code,12,TypeScript,1663,167,,
604,EnactProtocol/enact,12,TypeScript,17,3,,
605,ReinforceNow/reinforcenow-cli,12,Python,88,2,,
606,zubair-trabzada/geo-seo-claude,12,Python,42,33,,
607,gaearon/woodshed,12,TypeScript,62,0,,
608,crafter-station/elements,12,TypeScript,392,21,,
609,nwiizo/cargo-coupling,12,Rust,66,2,,
610,notedit/happy-skills,12,Python,309,40,,
611,pacaplan/agent-gauntlet,12,TypeScript,13,0,,
612,alamenai/terrae,12,TypeScript,178,2,,
613,mono/SkiaSharp,12,C#,5273,613,,
614,frmlabz/frm-stack,12,TypeScript,26,3,,
615,masumi-network/sokosumi,12,TypeScript,11,3,,
616,microclaw/microclaw,11,Rust,403,60,,
617,open-mercato/open-mercato,11,TypeScript,944,154,,
618,openbotx/openbotx,11,Python,21,7,,
619,jamesjlundin/full-stack-web-and-mobile-template,11,TypeScript,25,0,,
620,ImGoodBai/goodable,11,TypeScript,147,30,,
621,applied-artificial-intelligence/claude-code-toolkit,11,Python,43,10,,
622,quan0715/QJudge,11,TypeScript,26,0,,
623,devantler-tech/ksail,11,Go,133,5,,
624,dbt-labs/dbt-agent-skills,11,Python,201,7,,
625,csharpfritz/SquadUI,11,TypeScript,13,4,,
626,expo/skills,11,JavaScript,1160,47,,
627,eser/aya.is,11,Go,54,23,,
628,epicweb-dev/epic-stack,11,TypeScript,5534,461,,
629,streamlit/streamlit,11,Python,43618,4093,,
630,solatis/claude-config,11,Python,666,111,,
631,mitchdenny/hex1b,11,C#,101,5,,
632,Safphere/opencowork,11,TypeScript,265,46,,
633,huggingface/skills,11,Python,6146,365,,
634,angular/dev-infra,11,JavaScript,71,61,,
635,openshift/hypershift,11,Go,511,446,,
636,DolbonIn/ultraworker,11,Python,10,1,,
637,TechDufus/oh-my-claude,11,Python,84,3,,
638,Dev-GOM/claude-code-marketplace,11,C#,67,8,,
639,meta-pytorch/OpenEnv,11,Python,1174,185,,
640,skala-io/legal-skills,11,Python,12,3,,
641,leboncoin/spark-web,11,TypeScript,87,21,,
642,SpartanLabsXyz/simmer-sdk,11,Python,26,7,,
643,Geeksfino/openskills,11,Rust,24,3,,
644,actionbook/actionbook,11,TypeScript,1216,94,,
645,revokslab/ShipFree,11,TypeScript,1606,455,,
646,OriNachum/reachy-nova,11,Python,11,1,,
647,majiayu000/litellm-rs,11,Rust,20,4,,
648,QingJ01/Axiom,11,Python,18,2,,
649,pipecat-ai/gradient-bang,11,TypeScript,45,7,,
650,tursodatabase/turso,11,Rust,17519,744,,
651,luke-h1/foam,11,TypeScript,10,0,,
652,countbot-ai/CountBot,11,Python,110,17,,
653,youdotcom-oss/dx-toolkit,11,TypeScript,13,2,,
654,CooperAgent/cooper,11,TypeScript,62,8,,
655,cluesmith/codev,11,TypeScript,214,29,,
656,microsoft/semantic-link-labs,11,Python,474,166,,
657,antinomyhq/forge,11,Rust,4562,1164,,
658,bkircher/skills,11,Python,10,1,,
659,victorgarciaesgi/regle,10,TypeScript,405,13,,
660,ABCFed/claude-marketplace,10,Python,12,3,,
661,tomkrikorian/visionOSAgents,10,Python,42,4,,
662,datavane/tis,10,Java,1282,276,,
663,m1heng/clawdbot-feishu,10,TypeScript,3478,386,,
664,norman-finance/norman-mcp-server,10,Python,17,11,,
665,novotnyllc/dotnet-artisan,10,Python,164,9,,
666,arun-gupta/agentic-tictactoe,10,Python,11,1,,
667,nouamanecodes/lettactl,10,TypeScript,37,4,,
668,debba/tabularis,10,TypeScript,278,15,,
669,DaveSkender/Stock.Indicators,10,C#,1182,265,,
670,multivmlabs/ralph-starter,10,TypeScript,64,3,,
671,atman-33/openspec-for-copilot,10,TypeScript,11,3,,
672,nex-agi/NexAU,10,Python,47,11,,
673,fjrevoredo/mini-diarium,10,Rust,209,10,,
674,incubateur-ademe/benefriches,10,TypeScript,44,2,,
675,involvex/youtube-music-cli,10,TypeScript,221,12,,
676,Goldziher/ai-rulez,10,Go,89,7,,
677,pymc-labs/CausalPy,10,Python,1106,96,,
678,accomplish-ai/accomplish,10,TypeScript,8855,893,,
679,raphaelmansuy/edgequake,10,Rust,616,78,,
680,huajian123/ng-antd-admin,10,TypeScript,703,170,,
681,nanvix/nanvix,10,Rust,207,104,,
682,mtymek/opencode-obsidian,10,TypeScript,370,31,,
683,hscspring/create-vibe-app,10,Python,39,8,,
684,suitedaces/dorabot,10,TypeScript,120,14,,
685,ricardoquesada/regenerator2000,10,Rust,24,2,,
686,weibaohui/kom,10,Go,146,33,,
687,gadievron/raptor,10,Python,1183,140,,
688,getsentry/sentry-javascript,10,TypeScript,8590,1755,,
689,unclecatvn/agent-skills,10,JavaScript,12,4,,
690,microsoft/agent-framework,10,Python,7443,1215,,
691,blockscout/mcp-server,10,Python,32,17,,
692,hamr0/liteagents,10,JavaScript,11,2,,
693,knowns-dev/knowns,10,TypeScript,102,19,,
694,AizenvoltPrime/damocles,10,TypeScript,45,3,,
695,hAcKlyc/MyAgents,10,TypeScript,45,6,,
696,microsoft/power-platform-skills,10,TypeScript,18,5,,
697,AlteredCraft/claude-code-plugins,10,Python,10,0,,
698,chu2bard/pinion-os,10,TypeScript,389,26,,
699,google-gemini/gemini-cli,10,TypeScript,95646,11627,,
700,mcollina/skills,10,TypeScript,57,5,,
701,gohypergiant/standard-toolkit,10,TypeScript,20,7,,
702,dojoengine/dojo.js,10,TypeScript,37,55,,
703,a554b554/EAML,10,Python,40,9,,
704,kdcokenny/opencode-workspace,10,TypeScript,156,13,,
705,Lubu-Labs/langchain-agent-skills,10,Python,74,7,,
706,jewbetcha/openflight,10,Python,88,10,,
707,oodaris/autocodex,10,Go,11,0,,
708,cyberfabric/cyber-pilot,10,Python,24,2,,
709,bgauryy/octocode-mcp,10,TypeScript,734,58,,
710,ChicagoHAI/idea-explorer,10,Python,23,2,,
711,celltype/cli,10,Python,147,26,,
712,besidka/besidka,10,TypeScript,25,1,,
713,miroapp/miro-ai,10,TypeScript,61,4,,
714,MoonshotAI/kimi-cli,10,Python,6769,649,,
715,mofa-org/mofa-studio,10,Rust,11,24,,
716,goern/forgejo-mcp,10,Go,30,7,,
717,Hmbown/rlmagents,10,Python,36,0,,
718,JaguarJack/catch-admin,10,PHP,889,137,,
719,rickdotnet/Momus,10,C#,11,0,,
720,ntno/mkdocs-terminal,10,Python,302,20,,
721,SAP/e-mobility-charging-stations-simulator,10,TypeScript,208,89,,
722,cnemri/google-genai-skills,10,Python,106,9,,
723,Azure-Samples/art-voice-agent-accelerator,10,Python,58,47,,
724,cooragent/Clarity,10,Python,45,11,,
725,joelazar/dotfiles,10,TypeScript,156,5,,
726,LibPDF-js/core,10,TypeScript,1570,42,,
727,FHIR/sql-on-fhir-v2,10,JavaScript,126,34,,
728,alchaincyf/glm-claude,10,JavaScript,31,2,,
729,ai-debugger-inc/aidb,10,Python,13,1,,
730,ClipboardHealth/core-utils,10,TypeScript,30,4,,
731,genlayerlabs/genlayer-studio,10,Python,88,32,,
732,martinemde/skillet,10,Go,16,1,,
733,washanhanzi/connectrpc-axum,9,Rust,19,1,,
734,XiaoMi/mone,9,Java,1152,179,,
735,gordonbrander/busytown,9,TypeScript,27,3,,
736,Azure/azure-sdk-for-net,9,C#,5939,5118,,
737,marcusschiesser/edge-pi,9,TypeScript,40,3,,
738,xmtplabs/xmtp-agent-examples,9,TypeScript,50,20,,
739,jaredpalmer/agentik,9,TypeScript,17,1,,
740,cyberfabric/cyberfabric-core,9,Rust,44,51,,
741,kokonut-labs/kokonutui,9,TypeScript,1791,107,,
742,dmitriiweb/extract-emails,9,Python,108,38,,
743,slvDev/weasel,9,Rust,25,1,,
744,gotempsh/temps,9,Rust,169,5,,
745,seer-engg/seer,9,Python,26,4,,
746,sirkirby/unifi-network-rules,9,Python,49,6,,
747,glaucia86/repocheckai,9,TypeScript,88,6,,
748,govctl-org/govctl,9,Rust,75,5,,
749,lynx-family/lynx-ui,9,TypeScript,22,1,,
750,openai/openai-agents-python,9,Python,19132,3176,,
751,yoopta-editor/Yoopta-Editor,9,TypeScript,2750,204,,
752,anthonylee991/gemini-superpowers-antigravity,9,Python,567,62,,
753,berrzebb/zeroquant,9,Rust,11,9,,
754,SprocketLab/slop-code-bench,9,Python,17,1,,
755,sirkirby/unifi-network-mcp,9,Python,170,33,,
756,meirm/askGPT,9,Python,11,2,,
757,open-circle/formisch,9,TypeScript,618,17,,
758,JamieMason/syncpack,9,Rust,1937,68,,
759,nicofretti/DataGenFlow,9,Python,26,9,,
760,paralleldrive/aidd,9,JavaScript,244,17,,
761,obot-platform/discobot,9,TypeScript,41,3,,
762,r3bl-org/r3bl-open-core,9,Rust,460,30,,
763,razorpay/blade,9,TypeScript,606,177,,
764,coinbase/agentic-wallet-skills,9,JavaScript,64,24,,
765,suyashb734/cliagents,9,JavaScript,14,2,,
766,PaulKinlan/Co-do,9,TypeScript,74,9,,
767,microsoft/vscode-python-environments,9,TypeScript,97,38,,
768,DGouron/review-flow,9,TypeScript,27,5,,
769,gmh5225/awesome-game-security,9,Python,2720,375,,
770,PaulKinlan/NotebookLM-Chrome,9,TypeScript,48,2,,
771,aifuxi/fuxiaochen,9,TypeScript,440,62,,
772,codemie-ai/codemie-code,9,TypeScript,133,25,,
773,learntocloud/learn-to-cloud-app,9,Python,129,7,,
774,langchain-ai/deepagents,9,Python,9586,1532,,
775,uni-helper/skills,9,TypeScript,17,3,,
776,duongductrong/cursor-kit,9,TypeScript,10,1,,
777,pchalasani/claude-code-tools,9,Python,1494,95,,
778,peteonrails/voxtype,9,Rust,411,25,,
779,galz10/pickle-rick-extension,9,TypeScript,397,36,,
780,dust-tt/dust,9,TypeScript,1296,215,,
781,prebid/salesagent,9,Python,20,22,,
782,inclusionAI/AWorld,9,Python,1130,120,,
783,akiojin/unity-mcp-server,9,JavaScript,22,6,,
784,apache/beam,9,Java,8497,4516,,
785,tari-project/tari-ootle,9,Rust,22,25,,
786,luthersystems/elps,9,Go,36,9,,
787,Ranch-Hand-Robotics/rde-urdf,9,TypeScript,14,5,,
788,umbraco/Umbraco.AI,9,C#,15,9,,
789,elodin-sys/elodin,8,Rust,508,29,,
790,filipstrand/mflux,8,Python,1841,121,,
791,eventum-generator/eventum,8,Python,14,1,,
792,trymirai/uzu,8,Rust,1437,43,,
793,HyunjunJeon/Deepagent-research-context-engineering,8,Python,44,22,,
794,IgniteUI/igniteui-webcomponents,8,TypeScript,168,10,,
795,HKUDS/nanobot,8,Python,24986,3936,,
796,ahmed-lakosha/odoo-plugins,8,Python,10,6,,
797,ai-evos/agent-skills,8,Python,12,3,,
798,popmechanic/vibes-cli,8,JavaScript,15,2,,
799,dcramer/ash,8,Python,59,1,,
800,niznik-dev/cruijff_kit,8,Python,10,0,,
801,danielmiessler/PAIPlugin,8,JavaScript,39,6,,
802,decentpaste/decentpaste,8,Rust,154,7,,
803,joshtol/emotive-engine,8,JavaScript,11,1,,
804,comet-ml/opik,8,Python,17822,1357,,
805,conorluddy/xclaude-plugin,8,TypeScript,97,9,,
806,ibreez3/xiaohongshu-skill,8,JavaScript,14,5,,
807,ranyitz/aicm,8,TypeScript,36,3,,
808,Nubaeon/empirica,8,Python,166,20,,
809,vercel/next.js,8,JavaScript,137982,30512,,
810,ab604/claude-code-r-skills,8,JavaScript,37,2,,
811,rm2thaddeus/Pixel_Detective,8,Python,15,3,,
812,recyclarr/recyclarr,8,C#,1860,34,,
813,dinerojs/dinero.js,8,TypeScript,6541,201,,
814,rust-works/succinctly,8,Rust,44,2,,
815,wecode-ai/Wegent,8,Python,434,47,,
816,aws/graph-explorer,8,TypeScript,437,75,,
817,motoya0118/pavlok_CLI_agent,8,Python,70,3,,
818,scaffold-eth/scaffold-eth-2,8,TypeScript,1986,1331,,
819,badlogic/pi-skills,8,JavaScript,613,65,,
820,GregTheGreek/claude-obsidian,8,Python,12,2,,
821,jasonkneen/kiro,8,TypeScript,538,160,,
822,MassLab-SII/open-agent-skills,8,Python,146,6,,
823,digitalsamba/claude-code-video-toolkit,8,TypeScript,59,10,,
824,Deepractice/RoleX,8,TypeScript,28,1,,
825,simnova/sharethrift,8,TypeScript,18,0,,
826,shinpr/agentic-code,8,JavaScript,34,3,,
827,kubb-labs/kubb,8,TypeScript,1629,137,,
828,biomejs/biome,8,Rust,23817,875,,
829,growilabs/growi,8,TypeScript,1438,234,,
830,doraemonkeys/sloc-guard,8,Rust,18,2,,
831,dokimos-dev/dokimos,8,Java,18,2,,
832,bigdra50/unity-cli,8,Python,26,1,,
833,meta-pytorch/torchrec,8,Python,2471,609,,
834,Joncik91/ucai,8,JavaScript,26,2,,
835,HammerGPT/Hyper-Alpha-Arena,8,Python,629,195,,
836,gricha/perry,8,TypeScript,30,5,,
837,amenti-labs/vibecraft,8,Python,74,6,,
838,udapy/rust-agentic-skills,8,Rust,13,4,,
839,stacklok/toolhive,8,Go,1617,179,,
840,stephengpope/thepopebot,8,JavaScript,765,390,,
841,spearwolf/signalize,8,TypeScript,30,1,,
842,syphax/openclaw-tools,8,Python,10,2,,
843,GoBetterAuth/go-better-auth,8,Go,129,17,,
844,Clawland-AI/Geneclaw,8,Python,14,3,,
845,Ethereal-Lemons/LimeBot-OS,8,Python,11,1,,
846,garden-co/jazz,8,TypeScript,2450,107,,
847,willvelida/code-minions,8,Go,22,2,,
848,weapp-vite/weapp-vite,8,TypeScript,251,14,,
849,luongnv89/claude-howto,8,Python,1008,63,,
850,MetalLegBob/solana-vibes-kit,8,JavaScript,13,0,,
851,timelessco/recollect,8,TypeScript,33,6,,
852,RafaelGorski/Problem-Based-SRS,8,Python,11,0,,
853,dacharyc/skill-validator,8,Go,24,3,,
854,MarcelMichau/fake-survey-generator,8,C#,86,18,,
855,yhy0/CHYing-agent,7,Python,358,29,,
856,turmyshevd/openclawgotchi,7,Python,12,1,,
857,0xPlaygrounds/rig,7,Rust,6128,666,,
858,zfoong/CraftBot,7,Python,52,6,,
859,Fergana-Labs/claude_agent_desktop,7,Python,14,3,,
860,facebook/react,7,JavaScript,243360,50626,,
861,vict00r99/Rune-stone,7,Python,25,1,,
862,LetPeopleWork/Lighthouse,7,TypeScript,11,1,,
863,exa-labs/exa-mcp-server,7,TypeScript,3872,300,,
864,BrainBlend-AI/atomic-agents,7,Python,5698,468,,
865,irahardianto/awesome-agv,7,JavaScript,105,34,,
866,itz4blitz/agentful,7,JavaScript,12,7,,
867,yaacov/kubectl-mtv,7,Go,11,1,,
868,vinta/hal-9000,7,Python,106,20,,
869,anam-org/metaxy,7,Python,33,3,,
870,nuxt-modules/og-image,7,TypeScript,510,42,,
871,openshift/console,7,TypeScript,452,674,,
872,METR/inspect-action,7,Python,20,9,,
873,w-winter/dot314,7,TypeScript,54,4,,
874,danshapiro/kilroy,7,Go,115,24,,
875,runkids/skillshare,7,Go,609,37,,
876,husamql3/pstrack,7,TypeScript,115,3,,
877,raphaelsalaja/userinterface-wiki,7,TypeScript,288,18,,
878,GenerativeAgents/claude-code-book-chapter8,7,TypeScript,52,36,,
879,deeeeeeeeap/nanobot-custom,7,Python,23,9,,
880,navikt/copilot,7,TypeScript,15,3,,
881,codervisor/lean-spec,7,TypeScript,185,12,,
882,coltonbatts/VCR,7,Rust,19,0,,
883,josstei/maestro-gemini,7,JavaScript,49,1,,
884,Open-Quant/openquant,7,Rust,28,3,,
885,nhadaututtheky/neural-memory,7,Python,53,16,,
886,influxdata/docs-v2,7,JavaScript,80,325,,
887,pinecone-io/pinecone-claude-code-plugin,7,Python,40,4,,
888,cyzus/suzent,7,Python,63,5,,
889,HKUDS/DeepCode,7,Python,14634,1965,,
890,pipecat-ai/pipecat,7,Python,10446,1759,,
891,jdubray/puffin,7,JavaScript,16,4,,
892,owid/etl,7,Python,135,29,,
893,noir-lang/noir,7,Rust,1311,373,,
894,jeanluciano/quaestor,7,Python,20,2,,
895,openstatusHQ/data-table-filters,7,TypeScript,1857,112,,
896,NVIDIA-NeMo/DataDesigner,7,Python,745,60,,
897,AndurilCode/mcp-apps-kit,7,TypeScript,12,2,,
898,ZhangHanDong/agent-teams-rs,7,Rust,13,4,,
899,NomaDamas/AutoRAG-Research,7,Python,65,8,,
900,dkyazzentwatwa/apple-flow,7,Python,28,1,,
901,CloudAI-X/opencode-workflow,7,TypeScript,158,13,,
902,unopim/unopim,7,PHP,9113,117,,
903,specula-org/Specula,7,Python,90,14,,
904,EntityProcess/agentv,7,TypeScript,10,0,,
905,chmouel/lazyworktree,7,Go,129,6,,
906,txpipe/dolos,7,Rust,110,48,,
907,firebase/agent-skills,7,JavaScript,126,3,,
908,bobmatnyc/mcp-skillset,7,Python,10,3,,
909,dotnet/runtime,7,C#,17702,5352,,
910,screenpipe/screenpipe,7,Rust,16995,1419,,
911,shapeshift/web,7,TypeScript,201,200,,
912,Dokkabei97/all-agents-mcp,7,TypeScript,10,0,,
913,dmmulroy/overseer,7,Rust,214,11,,
914,bearcove/pikru,7,Rust,24,1,,
915,base44/skills,7,Python,61,3,,
916,Thank-you-Linus/Linus-Dashboard,7,TypeScript,177,4,,
917,kyopark2014/mcp,7,Python,39,7,,
918,Uniswap/uniswap-ai,7,Python,125,19,,
919,microsoft/typespec,7,Java,5601,341,,
920,tensorcircuit/tensorcircuit-ng,7,Python,54,14,,
921,PrimeIntellect-ai/verifiers,7,Python,3859,505,,
922,timescale/pg-aiguide,7,Python,1562,77,,
923,tile-ai/TileOPs,7,Python,87,22,,
924,zhu1090093659/CodeConductor,7,TypeScript,68,3,,
925,z-soulx/ai-toolkit,7,Python,10,1,,
926,bradsjm/hassio-addons,7,Python,38,40,,
927,elevenlabs/skills,7,Python,119,11,,
928,medusajs/medusa,7,TypeScript,32149,4078,,
929,brwse/earl,7,Rust,89,3,,
930,breadboard-ai/breadboard,7,TypeScript,383,68,,
931,SoundBlaster/XcodeMCPWrapper,7,Python,13,0,,
932,manthanabc/paws,7,Rust,11,2,,
933,CodeAlive-AI/agents-reflection-skills,7,Python,30,0,,
934,Everyone-Needs-A-Copilot/claude-copilot,7,Python,10,3,,
935,holon-run/holon,7,Go,76,6,,
936,karmab/kcli,7,Python,624,166,,
937,rubiojr/rugo,7,Go,22,1,,
938,varun369/SuperLocalMemoryV2,7,Python,16,1,,
939,wavetermdev/waveterm,7,Go,17509,783,,
940,balintbrews/canvas-starter,7,JavaScript,12,0,,
941,j-r-beckett/SpeedReader,6,C++,11,1,,
942,paulp-o/ask-user-questions-mcp,6,TypeScript,57,6,,
943,dariushoule/x64dbg-skills,6,Python,10,1,,
944,entropy-cloud/nop-entropy,6,Java,678,95,,
945,anombyte93/atlas-session-lifecycle,6,Python,84,8,,
946,Dowwie/tasker,6,Go,15,1,,
947,zh-xx/legal-assistant-skills,6,Python,44,7,,
948,truera/trulens,6,Python,3115,250,,
949,allenhutchison/obsidian-gemini,6,TypeScript,227,31,,
950,amiable-dev/llm-council,6,Python,10,4,,
951,aniftyco/kubit,6,TypeScript,32,2,,
952,oaknational/oak-ai-lesson-assistant,6,TypeScript,29,3,,
953,algal/sparky,6,Python,51,8,,
954,antvis/chart-visualization-skills,6,JavaScript,20,2,,
955,NanmiCoder/claude-code-skills,6,Python,36,6,,
956,open-circle/valibot,6,TypeScript,8453,306,,
957,AzureAD/microsoft-authentication-library-for-dotnet,6,C#,1490,395,,
958,Azure/azure-sdk-for-rust,6,Rust,863,332,,
959,j5ik2o/takt-sdd,6,Rust,22,0,,
960,denoland/skills,6,TypeScript,46,2,,
961,heyitsnoah/claudesidian,6,JavaScript,1841,146,,
962,awslabs/mcp,6,Python,8245,1304,,
963,YunjueTech/Yunjue-Agent,6,Python,384,44,,
964,axone-protocol/contracts,6,Rust,123,19,,
965,mosaxiv/clawlet,6,Go,693,35,,
966,remix-run/remix,6,TypeScript,32425,2730,,
967,aclinia/torchlight-of-building,6,TypeScript,24,17,,
968,rangerrick337/operator-os,6,Python,10,1,,
969,hyaway/hyaway,6,TypeScript,11,0,,
970,i-am-bee/agentstack,6,Python,991,157,,
971,nabondance/Trailhead-Banner,6,JavaScript,46,1,,
972,jwilger/eventcore,6,Rust,11,1,,
973,useautumn/autumn,6,TypeScript,2364,187,,
974,AvivK5498/The-Claude-Protocol,6,Python,138,8,,
975,rbarcante/claude-conductor,6,Python,37,1,,
976,i2y/castella,6,Python,37,1,,
977,davidromeo/tradeblocks,6,TypeScript,33,17,,
978,hyunjun6928-netizen/salmalm,6,Python,26,3,,
979,indexnetwork/index,6,TypeScript,85,16,,
980,plvo/create-faster,6,TypeScript,23,0,,
981,poteto/brainmaxxing,6,Python,152,2,,
982,pulsemcp/mcp-servers,6,TypeScript,60,7,,
983,agentset-ai/agentset,6,TypeScript,1880,164,,
984,asgarovf/locusai,6,TypeScript,13,1,,
985,neondatabase/ai-rules,6,TypeScript,79,9,,
986,ncoevoet/facet,6,Python,59,7,,
987,nex-agi/weaver,6,Python,13,0,,
988,nex-agi/NexRL,6,Python,98,5,,
989,purrgrammer/grimoire,6,TypeScript,24,8,,
990,acartag7/edictum,6,Python,10,2,,
991,adeze/raindrop-mcp,6,TypeScript,125,22,,
992,alibaba/higress,6,Go,7572,994,,
993,owliabot/owliabot,6,TypeScript,21,4,,
994,pinax-network/substreams-svm,6,Rust,14,0,,
995,pinpoint-apm/pinpoint,6,Java,13808,3769,,
996,pdsuwwz/chatgpt-vue3-light-mvp,6,TypeScript,521,86,,
997,daveroverts/bmac,6,PHP,11,13,,
998,Jxck/sptth,6,Rust,122,5,,
999,jclark/satpulse,6,Go,33,2,,
1000,clidey/whodb,6,Go,4646,172,,
