rank,assets_file_count,repo,mainLanguage,stars,forks,commits,contributors
801,0,Trac-Systems/intercom,JavaScript,15,292,91.0,1.0
802,0,TrainProtocol/app,JavaScript,24,1,433.0,6.0
803,0,TryGhost/Ghost,JavaScript,52041,11382,44400.0,807.0
804,0,TsingmaoAI/xw-cli,Go,308,34,107.0,6.0
805,0,TurixAI/TuriX-CUA,Python,1533,166,188.0,4.0
806,0,TypiCMS/Base,PHP,1609,497,2432.0,14.0
807,0,UI5/webcomponents,TypeScript,1727,278,7264.0,125.0
808,0,UiPath/uipath-dev-python,TypeScript,13,1,248.0,5.0
809,0,UnboundedWeb/vue-markdown-next,TypeScript,11,0,88.0,3.0
810,0,UniClipboard/UniClipboard,Rust,17,3,914.0,4.0
811,0,UniRound-Tec/Aurogen,TypeScript,419,100,43.0,2.0
812,0,Uniswap/uniswap-ai,Python,172,25,81.0,5.0
813,0,ValidatorsDAO/slv,TypeScript,85,12,858.0,12.0
814,0,VandeeFeng/pi-memory-md,TypeScript,13,0,10.0,1.0
815,0,VapiAI/mcp-server,TypeScript,37,21,39.0,5.0
816,0,Vasallo94/ObsidianRAG,Python,29,3,103.0,2.0
817,0,VenusProtocol/venus-protocol-interface,TypeScript,62,89,6175.0,30.0
818,0,ViffyGwaanl/glm-image,Python,10,2,2.0,1.0
819,0,VimCommando/kibana-object-manager,Rust,11,2,121.0,3.0
820,0,VioletCranberry/coco-search,Python,18,3,1024.0,3.0
821,0,VisActor/VChart,TypeScript,1771,208,7966.0,47.0
822,0,VisActor/VTable,TypeScript,3488,454,9025.0,120.0
823,0,Vonage/vivid-3,TypeScript,62,15,2459.0,22.0
824,0,Vrun-design/openflowkit,TypeScript,196,35,96.0,3.0
825,0,WHQ25/agent-canvas,JavaScript,10,0,48.0,1.0
826,0,WOWCharlotte/nanobot-learn,Python,15,4,923.0,115.0
827,0,Wangmerlyn/KeepGPU,Python,22,5,98.0,4.0
828,0,WayfinderFoundation/wayfinder-paths-sdk,Python,14,4,103.0,8.0
829,0,WellApp-ai/Well,TypeScript,315,45,182.0,21.0
830,0,WendellAdriel/laravel-validated-dto,PHP,758,46,228.0,23.0
831,0,Whamp/pi-read-map,TypeScript,12,2,67.0,3.0
832,0,Whamp/pi-rlm,Python,13,2,44.0,2.0
833,0,Wolfe-Jam/grok-faf-mcp,TypeScript,16,1,77.0,2.0
834,0,Women-Coding-Community/wcc-backend,Java,19,52,622.0,24.0
835,0,Woyken/py-huckleberry-api,Python,19,10,76.0,6.0
836,0,Wuuu-uu/nanobot-feishu-specilized,Python,11,1,194.0,23.0
837,0,XS-MLVP/UCAgent,Python,102,22,743.0,10.0
838,0,XSpoonAi/spoon-core,Python,364,45,599.0,23.0
839,0,Xaiver03/openwork-cn,TypeScript,10,3,75.0,11.0
840,0,Xerus-ai/openwork,TypeScript,31,1,41.0,4.0
841,0,XiaoConstantine/rlm-go,Go,11,5,43.0,1.0
842,0,XiaoConstantine/sgrep,Go,11,2,82.0,1.0
843,0,XiaoMi/mone,Java,1149,179,4361.0,55.0
844,0,Xmaster6y/tdhook,Python,11,0,91.0,2.0
845,0,Xray-App/xray-code-snippets,Python,27,11,108.0,6.0
846,0,Xuanwo/xurl,Rust,152,11,73.0,2.0
847,0,XueHua-s/fast-md5-web,TypeScript,95,9,59.0,4.0
848,0,YUST777/verdict-community,JavaScript,95,0,27.0,2.0
849,0,YYHDBL/MyCodeAgent,Python,152,31,79.0,1.0
850,0,Yangchengshuai/Aerotri-Web,JavaScript,15,5,91.0,3.0
851,0,Yayasan-Digital-Islami-Indonesia/quran-api-go,Go,22,14,48.0,8.0
852,0,Yelp/paasta,Python,1723,248,14716.0,274.0
853,0,YesWeAreBot/YesImBot,TypeScript,168,9,854.0,2.0
854,0,YichengYang-Ethan/oracle3,Python,125,12,62.0,2.0
855,0,YotpoLtd/cADR,TypeScript,12,1,154.0,2.0
856,0,Yourdaylight/stock_datasource,Python,62,17,186.0,6.0
857,0,YunYouJun/valaxy,TypeScript,1070,130,1549.0,46.0
858,0,YunjueTech/Yunjue-Agent,Python,404,47,34.0,6.0
859,0,ZSPSTRIVE/SpringAI-langchain-StudyBot,Java,46,8,29.0,1.0
860,0,Zaloog/kanban-tui,Python,222,10,793.0,8.0
861,0,Zendevve/Antigravity-Usage,TypeScript,32,3,20.0,1.0
862,0,ZenoxZX/trello-cli,C#,18,2,21.0,3.0
863,0,ZhangHanDong/agent-spec,Rust,72,6,27.0,1.0
864,0,ZhangHanDong/agent-teams-rs,Rust,14,5,2.0,1.0
865,0,Zhen-Bo/pragmatic-clean-code-reviewer,Python,101,8,4.0,1.0
866,0,ZhenHuangLab/collaborating-with-gemini-cli,Python,20,3,3.0,1.0
867,0,ZhuLinsen/daily_stock_analysis,Python,20078,20715,412.0,52.0
868,0,ZhuoZhuoCrayon/throttled-py,Python,623,31,127.0,6.0
869,0,ZimoLiao/scholaraio,Python,144,17,132.0,2.0
870,0,a-yeyang/AI-researcher,Python,92,9,9.0,1.0
871,0,a16z/jolt,Rust,960,296,3122.0,95.0
872,0,a2aproject/a2a-java,Java,359,134,628.0,38.0
873,0,aalmada/BookStore,C#,15,0,416.0,3.0
874,0,aannoo/hcom,Rust,141,17,78.0,2.0
875,0,aaronjoeldev/cashlytics-ai,TypeScript,46,2,283.0,4.0
876,0,aatrooox/imgx,TypeScript,118,8,233.0,1.0
877,0,aave/aave-v4-sdk,TypeScript,13,8,1494.0,12.0
878,0,abagames/crisp-game-lib,TypeScript,631,75,530.0,5.0
879,0,abapify/adt-cli,TypeScript,16,1,572.0,5.0
880,0,abashev/vfs-s3,Java,102,52,436.0,23.0
881,0,abdullah1854/MCPGateway,TypeScript,12,2,55.0,2.0
882,0,abhi-arya1/wt,TypeScript,35,2,33.0,1.0
883,0,abracadabra50/uk-grocery-cli,TypeScript,11,3,36.0,4.0
884,0,abudhahir/superpowers,JavaScript,11,0,290.0,14.0
885,0,acatovic/gothicvania-codex-demo,JavaScript,13,1,9.0,1.0
886,0,accomplish-ai/accomplish,TypeScript,9773,1074,348.0,29.0
887,0,ace-step/ACE-Step-1.5,Python,7861,887,1009.0,53.0
888,0,achimala/farfield,TypeScript,171,27,219.0,4.0
889,0,aclinia/torchlight-of-building,TypeScript,26,18,1257.0,4.0
890,0,acodercat/cave-agent,Python,125,8,63.0,3.0
891,0,acornprover/acorn,Rust,40,8,4057.0,6.0
892,0,acrognale/pasture,TypeScript,23,1,113.0,1.0
893,0,actionbook/actionbook,TypeScript,1417,101,641.0,8.0
894,0,adamfilli/happy-simulator,Python,11,0,364.0,2.0
895,0,adamgell/IntuneCommander,C#,21,0,683.0,6.0
896,0,adamgell/cmtraceopen,Rust,27,0,31.0,3.0
897,0,adamjosefus/fx-fetch,TypeScript,38,0,250.0,1.0
898,0,adaptyteam/AdaptySDK-Capacitor,TypeScript,29,0,390.0,2.0
899,0,adaptyteam/AdaptySDK-React-Native,TypeScript,181,18,990.0,14.0
900,0,adawalli/nexus,TypeScript,19,7,101.0,3.0
901,0,adelpro/quran-search-engine,Python,19,37,26.0,1.0
902,0,aden-hive/hive,Python,9432,5439,2411.0,190.0
903,0,adeze/raindrop-mcp,TypeScript,131,22,353.0,3.0
904,0,adityamparikh/maven-to-gradle,Python,11,1,9.0,1.0
905,0,adobe/helix-website,JavaScript,39,56,4564.0,53.0
906,0,adobe/leonardo,JavaScript,2098,122,589.0,17.0
907,0,adobe/spectrum-web-components,TypeScript,1493,244,5141.0,140.0
908,0,adoresever/AGI_Ananas,TypeScript,148,21,37.0,4.0
909,0,adrhill/asdex,Python,22,2,112.0,2.0
910,0,advancedcommunities/salesforce-mcp-server,TypeScript,23,3,117.0,1.0
911,0,aehrc/pathling,Java,122,20,6203.0,14.0
912,0,aexol-studio/axolotl,TypeScript,27,2,237.0,10.0
913,0,affandar/duroxide,Rust,17,2,554.0,7.0
914,0,agavra/compression-golf,Rust,53,17,47.0,13.0
915,0,agavra/tuicr,Rust,401,40,149.0,27.0
916,0,agent-network-protocol/anp,Python,288,49,218.0,14.0
917,0,agent-next/agent-ready,TypeScript,14,3,100.0,2.0
918,0,agent-sandbox/agent-sandbox,Go,77,8,62.0,2.0
919,0,agent-sh/agentsys,JavaScript,595,58,670.0,5.0
920,0,agent-sh/agnix,Rust,95,11,731.0,6.0
921,0,agenteract/agenteract,TypeScript,15,0,96.0,2.0
922,0,agentfront/frontmcp,TypeScript,144,6,214.0,5.0
923,0,agenticsorg/hackathon-tv5,TypeScript,23,40,39.0,5.0
924,0,agenticsorg/lean-agentic,Rust,49,6,22.0,2.0
925,0,agents-flex/agents-flex,Java,1326,114,1194.0,53.0
926,0,agents-squads/squads-cli,TypeScript,35,1,299.0,2.0
927,0,agentscope-ai/CoPaw,Python,11481,1363,292.0,74.0
928,0,agentscope-ai/OpenJudge,Python,459,37,272.0,14.0
929,0,agentscope-ai/agentscope,Python,18117,1611,232.0,44.0
930,0,agentscope-ai/agentscope-samples,Python,238,70,158.0,23.0
931,0,agentset-ai/agentset,TypeScript,1915,168,812.0,6.0
932,0,agglayer/agglayer,Rust,115,85,619.0,54.0
933,0,agno-agi/agno,Python,38698,5116,5283.0,402.0
934,0,ahaodev/heji,TypeScript,55,15,1550.0,3.0
935,0,ahudovich/hudovich.com,TypeScript,10,2,151.0,1.0
936,0,ai-debugger-inc/aidb,Python,13,2,109.0,3.0
937,0,aicodingstack/aicodingstack.io,TypeScript,28,7,438.0,3.0
938,0,aidenybai/react-scan,TypeScript,20806,348,719.0,38.0
939,0,aifuxi/fuxiaochen,TypeScript,440,61,970.0,1.0
940,0,aikarjal/wilmai,JavaScript,22,3,54.0,2.0
941,0,aiming-lab/SimpleMem,Python,3188,311,57.0,13.0
942,0,ainergiz/xfeed,TypeScript,11,0,108.0,1.0
943,0,airas-org/airas,Python,23,0,1870.0,12.0
944,0,airbytehq/airbyte-python-cdk,Python,25,40,1791.0,105.0
945,0,airmang/hwpx-mcp-server,Python,32,12,142.0,1.0
946,0,aitytech/agentkits-marketing,Python,374,44,69.0,4.0
947,0,aitytech/agentkits-memory,TypeScript,54,5,48.0,1.0
948,0,aiven/terraform-provider-aiven,Go,130,74,3192.0,128.0
949,0,aiyuekuang/LLMProxy,Go,11,2,27.0,1.0
950,0,akash-network/console,TypeScript,258,80,2356.0,41.0
951,0,akatz-ai/cc-conversation-search,Python,15,3,34.0,2.0
952,0,akiojin/unity-cli,C#,21,1,250.0,4.0
953,0,akiojin/unity-mcp-server,JavaScript,25,7,1943.0,9.0
954,0,aklofas/kicad-happy,Python,51,5,15.0,2.0
955,0,akshan-main/vibe-check,Rust,12,0,40.0,1.0
956,0,alamenai/terrae,TypeScript,211,5,246.0,1.0
957,0,albinotonnina/echos,TypeScript,29,1,652.0,5.0
958,0,albumentations-team/albucore,Python,23,12,72.0,7.0
959,0,aldegad/agent-picker,TypeScript,10,1,13.0,1.0
960,0,alex-ilgayev/MCPSpy,C,504,74,93.0,4.0
961,0,alexcarpenter/resilient-ui,TypeScript,18,1,141.0,3.0
962,0,algal/sparky,Python,61,8,6.0,1.0
963,0,alibaba/MNN,C++,14539,2236,2802.0,163.0
964,0,alibaba/arthas,Java,37186,7635,2174.0,229.0
965,0,alibaba/higress,Go,7770,1029,1601.0,165.0
966,0,alibaba/nacos,Java,32735,13264,5713.0,511.0
967,0,alibaba/neug,C++,54,8,29.0,7.0
968,0,alibaba/spring-ai-alibaba,Java,8729,1913,3116.0,224.0
969,0,alibaizhanov/mengram,Python,100,10,297.0,1.0
970,0,alicankiraz1/indexandria,Python,44,0,8.0,1.0
971,0,aliyun/alibabacloud-adb-mysql-mcp-server,Python,26,19,14.0,5.0
972,0,aliyun/alibabacloud-dms-mcp-server,Python,30,15,171.0,9.0
973,0,aliyun/alibabacloud-rds-openapi-mcp-server,Python,49,22,189.0,10.0
974,0,allenai/OLMo-core,Python,955,185,854.0,27.0
975,0,allenai/open-instruct,Python,3627,513,1306.0,48.0
976,0,allenporter/flux-local,Python,285,38,1369.0,21.0
977,0,allenporter/gcal_sync,Python,14,7,1070.0,10.0
978,0,allenporter/home-assistant-synthetic-home,Python,16,3,844.0,3.0
979,0,allenporter/ical,Python,42,19,930.0,19.0
980,0,allenporter/pyrainbird,Python,66,34,1050.0,16.0
981,0,allenporter/python-google-nest-sdm,Python,72,17,2217.0,12.0
982,0,allenporter/supernote,Python,12,1,564.0,2.0
983,0,allisonwang-db/pyspark-data-sources,Python,91,24,61.0,9.0
984,0,alltuner/vibetuner,Python,11,0,1180.0,4.0
985,0,alma-oss/spirit-design-system,TypeScript,25,2,4070.0,30.0
986,0,almanak-co/sdk,Python,42,0,160.0,2.0
987,0,almonk/bonsplit,TypeScript,360,25,33.0,2.0
988,0,alondmnt/joplin-mcp,Python,75,9,214.0,2.0
989,0,alonw0/llm-docs-optimizer,Python,52,1,3.0,1.0
990,0,alonw0/web-asset-generator,Python,209,17,12.0,2.0
991,0,aloth/olcli,JavaScript,18,3,22.0,2.0
992,0,alphavantage/alpha_vantage_mcp,Python,100,24,134.0,4.0
993,0,alpic-ai/skybridge,TypeScript,744,41,613.0,22.0
994,0,alps-asd/app-state-diagram,TypeScript,38,11,124.0,2.0
995,0,alsk1992/CloddsBot,TypeScript,61,18,390.0,3.0
996,0,altasoft/DomainPrimitives,C#,60,2,250.0,6.0
997,0,altlimit/restruct,Go,15,0,22.0,1.0
998,0,alvarobartt/hf-mem,Python,858,78,55.0,6.0
999,0,alvinunreal/oh-my-opencode-slim,TypeScript,2089,154,154.0,23.0
1000,0,amachino/qubex,Python,16,12,2707.0,11.0
