repo,source_csv,found,match_name,match_path,default_branch,ref_scanned,match_url,match_sha,match_size_bytes,scan_method,http_status,error_type,error_message,scanned_at_utc,stars,fork,archived,has_CLAUDE,has_AGENTS,has_COPILOT,id,name,isFork,commits,branches,releases,forks,mainLanguage,defaultBranch,license,homepage,watchers,stargazers,contributors,size,createdAt,pushedAt,updatedAt,totalIssues,openIssues,totalPullRequests,openPullRequests,blankLines,codeLines,commentLines,metrics,lastCommit,lastCommitSHA,hasWiki,isArchived,isDisabled,isLocked,languages,labels,topics
scarletkc/vexor,results.csv,True,SKILL.md,/plugins/vexor/skills/vexor-cli/SKILL.md,main,main,https://github.com/scarletkc/vexor/blob/5058af0d2d6690ca51ab7766dc42f32e18b1b8f7/plugins/vexor/skills/vexor-cli/SKILL.md,e8ed34b3bfa2a7697ae19539cbcb572befc4675e,,code_search,200,none,,2026-02-24T09:27:28Z,191,false,false,0,1,0,95534829,scarletkc/vexor,false,281,2,37,10,Python,main,MIT License,https://pypi.org/project/vexor/,0,191,3,9823,2025-11-09T08:18:11,2026-02-06T08:56:38,2026-02-06T08:52:13,2,1,5,1,3592,28958,2124,"[{""blankLines"":92,""codeLines"":0,""commentLines"":1179,""language"":""Vuejs Component""},{""blankLines"":11,""codeLines"":85,""commentLines"":0,""language"":""TOML""},{""blankLines"":0,""codeLines"":15,""commentLines"":0,""language"":""Text""},{""blankLines"":3080,""codeLines"":17223,""commentLines"":902,""language"":""Python""},{""blankLines"":66,""codeLines"":427,""commentLines"":0,""language"":""CSS""},{""blankLines"":207,""codeLines"":616,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":13,""commentLines"":0,""language"":""HTML""},{""blankLines"":0,""codeLines"":9340,""commentLines"":0,""language"":""JSON""},{""blankLines"":63,""codeLines"":777,""commentLines"":33,""language"":""JavaScript""},{""blankLines"":18,""codeLines"":66,""commentLines"":9,""language"":""SVG""},{""blankLines"":55,""codeLines"":396,""commentLines"":1,""language"":""YAML""}]",2026-02-06T08:52:02,5058af0d2d6690ca51ab7766dc42f32e18b1b8f7,true,false,false,false,"{""Python"":705146,""Vue"":39865,""JavaScript"":24520,""CSS"":8626,""HTML"":357}",bug;dependencies;documentation;duplicate;enhancement;good first issue;help wanted;invalid;javascript;question;wontfix,ai;claude;cli;codex;desktop-app;electron;embeddings;gui;python;search;skills;terminal;vector;vue
sirkirby/unifi-network-mcp,results.csv,True,SKILL.md,/.agents/skills/project-governance/SKILL.md,main,main,https://github.com/sirkirby/unifi-network-mcp/blob/58e3c5acf1bf8c5fc15324dd27699d4be59c2386/.agents/skills/project-governance/SKILL.md,4c79a05ca4045a62dce934f884d2e71ffaa9f908,,code_search,200,none,,2026-02-24T09:43:27Z,154,false,false,1,1,0,95468677,sirkirby/unifi-network-mcp,false,45,1,25,32,Python,main,MIT License,https://pypi.org/project/unifi-network-mcp/,2,154,7,739,2025-04-21T06:41:43,2026-02-12T07:31:53,2026-02-13T10:31:07,24,5,39,1,5489,21418,3786,"[{""blankLines"":2891,""codeLines"":11336,""commentLines"":3405,""language"":""Python""},{""blankLines"":53,""codeLines"":300,""commentLines"":52,""language"":""YAML""},{""blankLines"":2268,""codeLines"":6728,""commentLines"":84,""language"":""Markdown""},{""blankLines"":34,""codeLines"":238,""commentLines"":14,""language"":""make""},{""blankLines"":0,""codeLines"":1731,""commentLines"":0,""language"":""JSON""},{""blankLines"":221,""codeLines"":1007,""commentLines"":220,""language"":""Bourne Shell""},{""blankLines"":9,""codeLines"":12,""commentLines"":9,""language"":""Dockerfile""},{""blankLines"":13,""codeLines"":66,""commentLines"":2,""language"":""TOML""}]",2026-02-12T07:31:46,2cf57caa9eaf4cecfe57fa89be70aaa8c608bb29,true,false,false,false,"{""Python"":663405,""Makefile"":9896,""Shell"":912,""Dockerfile"":834}",bug;dependencies;docker;documentation;duplicate;enhancement;github-actions;good first issue;help wanted;invalid;question;research;wontfix,mcp-server;unifi
skillcreatorai/Ai-Agent-Skills,results.csv,True,SKILL.md,/skills/pdf/SKILL.md,main,main,https://github.com/skillcreatorai/Ai-Agent-Skills/blob/90b5f32927b156351b9facbda0c3d95b6011b379/skills/pdf/SKILL.md,1c2647e1aa6b9568468c72a2e8474fd5badb2162,,code_search,200,none,,2026-02-24T09:44:27Z,595,false,false,0,0,0,95573466,skillcreatorai/Ai-Agent-Skills,false,70,1,0,53,Python,main,MIT License,https://www.skillcreator.ai/explore,16,595,3,552,2025-12-17T08:31:30,2026-01-23T12:23:45,2026-01-23T08:34:05,3,1,5,2,4863,16329,1653,"[{""blankLines"":0,""codeLines"":708,""commentLines"":0,""language"":""JSON""},{""blankLines"":45,""codeLines"":251,""commentLines"":0,""language"":""YAML""},{""blankLines"":334,""codeLines"":1665,""commentLines"":122,""language"":""JavaScript""},{""blankLines"":3328,""codeLines"":9986,""commentLines"":5,""language"":""Markdown""},{""blankLines"":33,""codeLines"":173,""commentLines"":0,""language"":""Text""},{""blankLines"":1082,""codeLines"":3236,""commentLines"":1501,""language"":""Python""},{""blankLines"":41,""codeLines"":310,""commentLines"":25,""language"":""Bourne Shell""}]",2026-01-23T12:23:43,6195a031c29c5bc11d1d4b3e4c64e660e441f087,true,false,false,false,"{""Python"":184803,""JavaScript"":66950,""Shell"":11441}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
solatis/claude-config,results.csv,True,SKILL.md,/skills/planner/SKILL.md,main,main,https://github.com/solatis/claude-config/blob/6e72bc29e542f82f7936673f175a7cca5eee7499/skills/planner/SKILL.md,e53047a042da9f9b00c88a7d992e1897a456c21d,,code_search,200,none,,2026-02-24T09:50:30Z,588,false,false,0,0,0,95572897,solatis/claude-config,false,226,1,0,101,Python,main,MIT License,,20,588,3,3863,2025-07-28T07:23:25,2026-02-09T05:46:05,2026-02-09T11:23:38,11,3,8,1,27744,64241,4585,"[{""blankLines"":0,""codeLines"":3,""commentLines"":0,""language"":""INI""},{""blankLines"":3732,""codeLines"":15586,""commentLines"":4562,""language"":""Python""},{""blankLines"":11,""codeLines"":82,""commentLines"":8,""language"":""YAML""},{""blankLines"":24001,""codeLines"":48570,""commentLines"":15,""language"":""Markdown""}]",2026-02-09T05:45:38,6e72bc29e542f82f7936673f175a7cca5eee7499,false,false,false,false,"{""Python"":866483}",Review effort 1/5;Review effort 2/5;Review effort 3/5;bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
softaworks/agent-toolkit,results.csv,True,SKILL.md,/skills/mui/SKILL.md,main,main,https://github.com/softaworks/agent-toolkit/blob/62b5df50daf75a28d3c0c626d6147539287575fc/skills/mui/SKILL.md,cc235b246e3887db6b37dc12c61fdb25a740a3c4,,code_search,200,none,,2026-02-24T09:50:29Z,507,false,false,1,1,0,95604718,softaworks/agent-toolkit,false,89,3,0,31,Python,main,MIT License,,4,507,7,779,2026-01-19T12:35:40,2026-02-08T11:16:26,2026-02-10T01:09:20,3,0,8,0,15579,46404,1004,"[{""blankLines"":36,""codeLines"":119,""commentLines"":97,""language"":""TypeScript""},{""blankLines"":13,""codeLines"":13,""commentLines"":34,""language"":""SQL""},{""blankLines"":655,""codeLines"":1611,""commentLines"":647,""language"":""Python""},{""blankLines"":146,""codeLines"":869,""commentLines"":52,""language"":""CSS""},{""blankLines"":48,""codeLines"":185,""commentLines"":14,""language"":""YAML""},{""blankLines"":164,""codeLines"":428,""commentLines"":59,""language"":""Bourne Shell""},{""blankLines"":14517,""codeLines"":41434,""commentLines"":101,""language"":""Markdown""},{""blankLines"":0,""codeLines"":1745,""commentLines"":0,""language"":""JSON""}]",2026-02-08T11:16:24,62b5df50daf75a28d3c0c626d6147539287575fc,true,false,false,false,"{""Python"":88004,""CSS"":20033,""Shell"":14332,""TypeScript"":6722,""PLpgSQL"":1922}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,agent-skills;ai;automation;claude;claude-code;coding-agent;development
stevezau/plex_generate_vid_previews,results.csv,True,SKILL.md,/.github/skills/testing/SKILL.md,main,main,https://github.com/stevezau/plex_generate_vid_previews/blob/969856330953793784be76a8bad0e4a8ecede639/.github/skills/testing/SKILL.md,9f931720ba2bccc8cf199faf8fcb73a4dc750a2b,,code_search,200,none,,2026-02-24T09:59:33Z,121,false,false,0,0,1,94567899,stevezau/plex_generate_vid_previews,false,286,2,39,23,Python,main,MIT License,,5,121,12,483,2022-04-24T05:55:59,2026-01-17T12:13:06,2026-01-17T12:12:14,90,1,42,0,2163,7379,1915,"[{""blankLines"":3,""codeLines"":34,""commentLines"":0,""language"":""XML""},{""blankLines"":4,""codeLines"":17,""commentLines"":0,""language"":""JSON""},{""blankLines"":54,""codeLines"":286,""commentLines"":10,""language"":""YAML""},{""blankLines"":173,""codeLines"":645,""commentLines"":0,""language"":""Markdown""},{""blankLines"":12,""codeLines"":29,""commentLines"":23,""language"":""Dockerfile""},{""blankLines"":6,""codeLines"":52,""commentLines"":9,""language"":""Bourne Shell""},{""blankLines"":10,""codeLines"":88,""commentLines"":0,""language"":""TOML""},{""blankLines"":0,""codeLines"":18,""commentLines"":0,""language"":""INI""},{""blankLines"":0,""codeLines"":10,""commentLines"":0,""language"":""Text""},{""blankLines"":1901,""codeLines"":6200,""commentLines"":1873,""language"":""Python""}]",2026-01-17T12:12:09,497c3614cec21a7f7c326a8244ebf0785454f833,true,false,false,false,"{""Python"":402664,""Shell"":2957,""Dockerfile"":2390}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
study8677/antigravity-workspace-template,results.csv,True,SKILL.md,/src/skills/research/SKILL.md,main,main,https://github.com/study8677/antigravity-workspace-template/blob/2d73960a9148b44d824563c4d133828768fe7402/src/skills/research/SKILL.md,b21f98dcd058077aa1a43496c1cf9626312e204d,,code_search,200,none,,2026-02-24T10:00:33Z,870,false,false,1,1,0,95548830,study8677/antigravity-workspace-template,false,66,3,0,173,Python,main,MIT License,https://github.com/study8677/antigravity-workspace-template,18,870,3,981,2025-11-19T08:51:14,2026-02-12T08:35:23,2026-02-14T01:01:40,10,2,12,0,2956,8982,1161,"[{""blankLines"":1874,""codeLines"":5609,""commentLines"":16,""language"":""Markdown""},{""blankLines"":21,""codeLines"":75,""commentLines"":20,""language"":""Bourne Shell""},{""blankLines"":1,""codeLines"":10,""commentLines"":0,""language"":""Text""},{""blankLines"":1022,""codeLines"":2773,""commentLines"":1097,""language"":""Python""},{""blankLines"":0,""codeLines"":346,""commentLines"":0,""language"":""JSON""},{""blankLines"":15,""codeLines"":27,""commentLines"":15,""language"":""Dockerfile""},{""blankLines"":7,""codeLines"":34,""commentLines"":0,""language"":""YAML""},{""blankLines"":16,""codeLines"":108,""commentLines"":13,""language"":""DOS Batch""}]",2026-02-12T08:35:13,2d73960a9148b44d824563c4d133828768fe7402,true,false,false,false,"{""Python"":163646,""Batchfile"":3798,""Shell"":3386,""Dockerfile"":469}",bug;codex;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,agentic-ai;deep-think;gemini3pro;google-antigravity;python-template
team-attention/plugins-for-claude-natives,results.csv,True,SKILL.md,/plugins/agent-council/SKILL.md,main,main,https://github.com/team-attention/plugins-for-claude-natives/blob/c5f2d72e9995c77a119665886e2560eaca73e87c/plugins/agent-council/SKILL.md,e162bf53587b4cb8506fdda9a6b3ac4e1c5ae70b,,code_search,200,none,,2026-02-24T10:14:34Z,519,false,false,0,0,0,95588525,team-attention/plugins-for-claude-natives,false,52,3,0,58,Python,main,MIT License,,3,519,4,28071,2026-01-01T06:51:35,2026-02-14T12:29:43,2026-02-14T09:28:32,5,1,11,5,4177,12251,2439,"[{""blankLines"":0,""codeLines"":2,""commentLines"":0,""language"":""Text""},{""blankLines"":10,""codeLines"":23,""commentLines"":33,""language"":""YAML""},{""blankLines"":1421,""codeLines"":3898,""commentLines"":2291,""language"":""Python""},{""blankLines"":2487,""codeLines"":6574,""commentLines"":2,""language"":""Markdown""},{""blankLines"":4,""codeLines"":33,""commentLines"":0,""language"":""TOML""},{""blankLines"":95,""codeLines"":374,""commentLines"":101,""language"":""Bourne Shell""},{""blankLines"":0,""codeLines"":269,""commentLines"":0,""language"":""JSON""},{""blankLines"":160,""codeLines"":1078,""commentLines"":12,""language"":""JavaScript""}]",2026-02-10T12:20:25,c5f2d72e9995c77a119665886e2560eaca73e87c,true,false,false,false,"{""Python"":240584,""JavaScript"":74455,""Shell"":20166}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
teng-lin/notebooklm-py,results.csv,True,SKILL.md,/src/notebooklm/data/SKILL.md,main,main,https://github.com/teng-lin/notebooklm-py/blob/9eb13cea51af9dad53a66c3c467b3bbb78f72b0e/src/notebooklm/data/SKILL.md,d68d47e4b9d79139dde19236b17389fa94127f87,,code_search,200,none,,2026-02-24T10:18:33Z,1661,false,false,1,0,0,95595430,teng-lin/notebooklm-py,false,460,4,6,158,Python,main,MIT License,https://github.com/teng-lin/notebooklm-py,16,1661,4,24759,2026-01-07T03:27:19,2026-01-27T01:56:24,2026-01-30T07:07:02,20,1,88,0,10375,234334,7922,"[{""blankLines"":1694,""codeLines"":5574,""commentLines"":2,""language"":""Markdown""},{""blankLines"":8161,""codeLines"":28930,""commentLines"":7844,""language"":""Python""},{""blankLines"":500,""codeLines"":199701,""commentLines"":72,""language"":""YAML""},{""blankLines"":20,""codeLines"":129,""commentLines"":4,""language"":""TOML""}]",2026-01-27T01:53:07,9eb13cea51af9dad53a66c3c467b3bbb78f72b0e,false,false,false,false,"{""Python"":1587634}",automated;bug;dependencies;documentation;duplicate;enhancement;github_actions;good first issue;help wanted;invalid;question;rpc-breakage;wontfix,api;claude;notebookln;python;sdk;skills
the-momentum/open-wearables,results.csv,True,SKILL.md,/.ai/skills/code-review/SKILL.md,main,main,https://github.com/the-momentum/open-wearables/blob/4f2b4f51b6c70eba331fc3eee2e1fcb3aeea165e/.ai/skills/code-review/SKILL.md,193f097503e2ce00667c0fc39a7a69cbb2804b9f,,code_search,200,none,,2026-02-24T10:20:36Z,505,false,false,1,1,1,95551807,the-momentum/open-wearables,false,297,21,6,38,Python,main,MIT License,https://docs.openwearables.io,6,505,14,40731,2025-10-30T03:47:04,2026-02-13T03:37:44,2026-02-14T06:33:05,213,74,254,11,14707,67423,10051,"[{""blankLines"":13,""codeLines"":40,""commentLines"":0,""language"":""make""},{""blankLines"":1127,""codeLines"":5431,""commentLines"":16,""language"":""YAML""},{""blankLines"":10,""codeLines"":34,""commentLines"":6,""language"":""Bourne Shell""},{""blankLines"":2682,""codeLines"":8716,""commentLines"":10,""language"":""Markdown""},{""blankLines"":1,""codeLines"":9,""commentLines"":1,""language"":""JavaScript""},{""blankLines"":0,""codeLines"":3,""commentLines"":0,""language"":""Text""},{""blankLines"":9425,""codeLines"":36942,""commentLines"":9338,""language"":""Python""},{""blankLines"":51,""codeLines"":287,""commentLines"":35,""language"":""CSS""},{""blankLines"":8,""codeLines"":32,""commentLines"":0,""language"":""INI""},{""blankLines"":0,""codeLines"":242,""commentLines"":2,""language"":""SVG""},{""blankLines"":3,""codeLines"":352,""commentLines"":0,""language"":""JSON""},{""blankLines"":1324,""codeLines"":14999,""commentLines"":620,""language"":""TypeScript""},{""blankLines"":33,""codeLines"":65,""commentLines"":23,""language"":""Dockerfile""},{""blankLines"":8,""codeLines"":17,""commentLines"":0,""language"":""Mako""},{""blankLines"":0,""codeLines"":34,""commentLines"":0,""language"":""CSV""},{""blankLines"":22,""codeLines"":220,""commentLines"":0,""language"":""TOML""}]",2026-02-13T03:37:39,f238b4f107bf7733a86ca58694494190887b3312,true,false,false,false,"{""Python"":1995914,""TypeScript"":528579,""MDX"":36793,""CSS"":9254,""Dockerfile"":2295,""Makefile"":1823,""Shell"":1138,""Mako"":607,""JavaScript"":192}",apple health;architecture;backend;bug;codex;data model;documentation;draft;duplicate;enhancement;feature;flutter;frontend;garmin;good first issue;health scores;help wanted;invalid;mobile-sdk;provider-request;question;security;whoop;wontfix,apple-health;apple-watch;fitness;fitness-analysis;fitness-api;garmin;health;healthcare;healthcare-ai;python;quantified-self;self-hosted;suunto;wearables
timothywarner-org/claude-code,results.csv,True,SKILL.md,/.claude/skills/mcp-scaffold/SKILL.md,main,main,https://github.com/timothywarner-org/claude-code/blob/66e4e69f69153880a7d1401b59d3d2755399864b/.claude/skills/mcp-scaffold/SKILL.md,a485ee4ddacdc6f70f73a6a203944feeb80e9d32,,code_search,200,none,,2026-02-24T10:32:34Z,167,false,false,1,0,1,95599477,timothywarner-org/claude-code,false,17,1,0,18,Python,main,MIT License,https://techtrainertim.com,3,167,1,205460,2026-01-08T12:50:35,2026-01-16T09:18:16,2026-01-18T11:44:34,6,6,2,0,5524,26179,2981,"[{""blankLines"":17,""codeLines"":109,""commentLines"":21,""language"":""Bourne Shell""},{""blankLines"":15,""codeLines"":250,""commentLines"":0,""language"":""HTML""},{""blankLines"":2,""codeLines"":5,""commentLines"":0,""language"":""INI""},{""blankLines"":2555,""codeLines"":7093,""commentLines"":3,""language"":""Markdown""},{""blankLines"":1216,""codeLines"":5395,""commentLines"":1157,""language"":""TypeScript""},{""blankLines"":54,""codeLines"":309,""commentLines"":29,""language"":""JavaScript""},{""blankLines"":121,""codeLines"":8099,""commentLines"":95,""language"":""YAML""},{""blankLines"":5,""codeLines"":957,""commentLines"":0,""language"":""JSON""},{""blankLines"":13,""codeLines"":39,""commentLines"":0,""language"":""Text""},{""blankLines"":1508,""codeLines"":3805,""commentLines"":1661,""language"":""Python""},{""blankLines"":4,""codeLines"":25,""commentLines"":0,""language"":""TOML""},{""blankLines"":14,""codeLines"":93,""commentLines"":15,""language"":""PowerShell""}]",2026-01-16T09:18:06,66e4e69f69153880a7d1401b59d3d2755399864b,false,false,false,false,"{""Python"":213697,""TypeScript"":211278,""JavaScript"":10651,""HTML"":8867,""PowerShell"":4676,""Shell"":4667,""Mermaid"":1336}",AI-integration;bug;code-review;documentation;duplicate;enhancement;good first issue;help wanted;invalid;legacy-refactoring;mcp;production-ready;question;wontfix,
tom-doerr/repo_posts,results.csv,True,SKILL.md,/docs/_posts/2026-02-17-ViktorAxelsen-MemSkill.md,main,main,https://github.com/tom-doerr/repo_posts/blob/786a324938072d53cbc5580428cd3541091285ba/docs/_posts/2026-02-17-ViktorAxelsen-MemSkill.md,1d448b1e4559aea292c0bd14a49e1d23c29e7406,,code_search,200,none,,2026-02-24T10:35:36Z,203,false,false,1,1,0,95520821,tom-doerr/repo_posts,false,24140,1,0,22,Python,main,MIT License,,6,203,1,1723202,2025-02-17T04:32:30,2026-01-10T02:50:10,2026-01-10T02:50:14,2,0,3,0,24653,87049,124,"[{""blankLines"":2,""codeLines"":10,""commentLines"":0,""language"":""SCSS""},{""blankLines"":0,""codeLines"":91,""commentLines"":0,""language"":""JSON""},{""blankLines"":1,""codeLines"":42,""commentLines"":0,""language"":""XML""},{""blankLines"":17,""codeLines"":86,""commentLines"":17,""language"":""TypeScript""},{""blankLines"":6,""codeLines"":191,""commentLines"":11,""language"":""JavaScript""},{""blankLines"":16,""codeLines"":221,""commentLines"":5,""language"":""HTML""},{""blankLines"":1,""codeLines"":6,""commentLines"":0,""language"":""Text""},{""blankLines"":17,""codeLines"":406,""commentLines"":7,""language"":""YAML""},{""blankLines"":293,""codeLines"":799,""commentLines"":61,""language"":""Python""},{""blankLines"":11,""codeLines"":115,""commentLines"":19,""language"":""CSS""},{""blankLines"":24285,""codeLines"":85075,""commentLines"":4,""language"":""Markdown""},{""blankLines"":4,""codeLines"":7,""commentLines"":0,""language"":""make""}]",2026-01-10T02:50:08,cef6a6b3930f6588b8537c4bcc457fef752182eb,true,false,false,false,"{""Python"":38835,""TypeScript"":5436,""Makefile"":149}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
tpvasconcelos/ridgeplot,results.csv,True,SKILL.md,/skills/dropping-and-adding-support-for-python-versions/SKILL.md,main,main,https://github.com/tpvasconcelos/ridgeplot/blob/87d5a98e2ebaaaf256898dc11c1856093ae1375b/skills/dropping-and-adding-support-for-python-versions/SKILL.md,136402d4e3adc78609b147ed3111b8f2981655b0,,code_search,200,none,,2026-02-24T10:40:36Z,239,false,false,1,1,0,94561515,tpvasconcelos/ridgeplot,false,1293,7,25,9,Python,main,MIT License,https://ridgeplot.readthedocs.io/,3,239,4,18897,2021-01-21T06:21:30,2026-02-04T09:52:30,2026-02-04T08:16:35,54,13,305,5,2083,7192,2267,"[{""blankLines"":15,""codeLines"":44,""commentLines"":22,""language"":""Bourne Shell""},{""blankLines"":0,""codeLines"":1,""commentLines"":7,""language"":""JavaScript""},{""blankLines"":130,""codeLines"":673,""commentLines"":113,""language"":""YAML""},{""blankLines"":1253,""codeLines"":3577,""commentLines"":1760,""language"":""Python""},{""blankLines"":19,""codeLines"":89,""commentLines"":25,""language"":""CSS""},{""blankLines"":520,""codeLines"":1333,""commentLines"":16,""language"":""Markdown""},{""blankLines"":6,""codeLines"":49,""commentLines"":0,""language"":""HTML""},{""blankLines"":0,""codeLines"":148,""commentLines"":258,""language"":""Jupyter Notebook""},{""blankLines"":8,""codeLines"":26,""commentLines"":1,""language"":""DOS Batch""},{""blankLines"":0,""codeLines"":47,""commentLines"":0,""language"":""JSON""},{""blankLines"":42,""codeLines"":106,""commentLines"":19,""language"":""make""},{""blankLines"":16,""codeLines"":87,""commentLines"":0,""language"":""Text""},{""blankLines"":32,""codeLines"":216,""commentLines"":4,""language"":""INI""},{""blankLines"":7,""codeLines"":5,""commentLines"":9,""language"":""reStructuredText""},{""blankLines"":0,""codeLines"":614,""commentLines"":0,""language"":""CSV""},{""blankLines"":35,""codeLines"":177,""commentLines"":33,""language"":""TOML""}]",2026-02-04T09:51:32,87d5a98e2ebaaaf256898dc11c1856093ae1375b,false,false,false,false,"{""Python"":198083,""Jupyter Notebook"":12914,""Makefile"":4047,""Shell"":2535}",P:6;bug;ci/cd;color;dependencies;docs;duplicate;enhancement;github_actions;good first issue;help wanted;p:1;p:2;p:3;p:4;p:5;question;skip news;wontfix,data-analysis;data-science;data-visualization;distplot;ggridges;graphing;joyplot;plot;plotly;plotting;python;ridgeline;visualization
tripleyak/SkillForge,results.csv,True,SKILL.md,/SKILL.md,main,main,https://github.com/tripleyak/SkillForge/blob/0fa6a4afc5e34af6fc37b6460f52f08b1cc43a56/SKILL.md,41ec608dfad85261c5b5f768f0eb9bdf9172aa11,,code_search,200,none,,2026-02-24T10:41:37Z,226,false,false,0,0,0,95581222,tripleyak/SkillForge,false,10,1,2,25,Python,main,MIT License,,4,226,1,70132,2025-12-30T01:02:27,2025-12-31T03:29:26,2026-01-09T09:18:57,0,0,0,0,1463,5009,538,"[{""blankLines"":1027,""codeLines"":3321,""commentLines"":35,""language"":""Markdown""},{""blankLines"":388,""codeLines"":1424,""commentLines"":451,""language"":""Python""},{""blankLines"":48,""codeLines"":264,""commentLines"":52,""language"":""XML""}]",2025-12-31T03:29:26,0fa6a4afc5e34af6fc37b6460f52f08b1cc43a56,true,false,false,false,"{""Python"":76029}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,claude-ai;claude-code;claude-skills
truera/trulens,results.csv,True,SKILL.md,/skills/SKILL.md,main,main,https://github.com/truera/trulens/blob/b6808709e352b97106318a7a427a19fc089c5f0f/skills/SKILL.md,a0fe7cd7778678573bbeac1b19e11439b66ade56,,code_search,200,none,,2026-02-24T10:41:37Z,3090,false,false,0,1,0,94872535,truera/trulens,false,1679,422,114,249,Python,main,MIT License,https://www.trulens.org/,20,3090,63,381849,2020-11-02T09:56:45,2026-02-12T05:58:20,2026-02-14T04:46:15,352,20,1957,57,22073,151283,51296,"[{""blankLines"":82,""codeLines"":849,""commentLines"":24,""language"":""TOML""},{""blankLines"":121,""codeLines"":949,""commentLines"":96,""language"":""SVG""},{""blankLines"":0,""codeLines"":475,""commentLines"":0,""language"":""CSV""},{""blankLines"":16360,""codeLines"":62417,""commentLines"":17549,""language"":""Python""},{""blankLines"":344,""codeLines"":1427,""commentLines"":1,""language"":""CSS""},{""blankLines"":31,""codeLines"":679,""commentLines"":2,""language"":""HTML""},{""blankLines"":0,""codeLines"":9,""commentLines"":0,""language"":""XML""},{""blankLines"":7,""codeLines"":34966,""commentLines"":0,""language"":""JSON""},{""blankLines"":872,""codeLines"":5476,""commentLines"":348,""language"":""TypeScript""},{""blankLines"":0,""codeLines"":18453,""commentLines"":32842,""language"":""Jupyter Notebook""},{""blankLines"":227,""codeLines"":1107,""commentLines"":15,""language"":""SCSS""},{""blankLines"":4,""codeLines"":12,""commentLines"":6,""language"":""Dockerfile""},{""blankLines"":10,""codeLines"":35,""commentLines"":0,""language"":""Mako""},{""blankLines"":21,""codeLines"":85,""commentLines"":0,""language"":""INI""},{""blankLines"":98,""codeLines"":14423,""commentLines"":117,""language"":""YAML""},{""blankLines"":2898,""codeLines"":8030,""commentLines"":3,""language"":""Markdown""},{""blankLines"":14,""codeLines"":89,""commentLines"":22,""language"":""Bourne Shell""},{""blankLines"":883,""codeLines"":1122,""commentLines"":0,""language"":""Text""},{""blankLines"":63,""codeLines"":262,""commentLines"":64,""language"":""make""},{""blankLines"":38,""codeLines"":418,""commentLines"":207,""language"":""JavaScript""}]",2026-02-11T10:30:57,db485ddeded0c038a1843e7d447731e2c6e90001,true,false,false,false,"{""Python"":3339581,""Jupyter Notebook"":334300,""TypeScript"":204419,""Makefile"":12048,""Shell"":2714,""JavaScript"":2070,""Mako"":1555,""CSS"":942,""HTML"":693}",1.0-release;bug;dependencies;documentation;duplicate;enhancement;feature;fixed-in-next-release;good first issue;help wanted;invalid;javascript;lgtm;python;question;size:l;size:m;size:s;size:xl;size:xs;size:xxl;stale;wontfix,agent-evaluation;agentops;ai-agents;ai-monitoring;ai-observability;evals;explainable-ml;llm-eval;llm-evaluation;llmops;llms;machine-learning;neural-networks
