repo,default_branch,stars,fork,archived,html_url,skill_count,skill_paths,total_files_in_skills,references_file_count,assets_file_count,scripts_file_count,other_file_count,scanned_at_utc,has_CLAUDE,has_AGENTS,has_COPILOT,id,name,isFork,commits,branches,releases,forks,mainLanguage,defaultBranch,license,homepage,watchers,stargazers,contributors,size,createdAt,pushedAt,updatedAt,totalIssues,openIssues,totalPullRequests,openPullRequests,blankLines,codeLines,commentLines,metrics,lastCommit,lastCommitSHA,hasWiki,isArchived,isDisabled,isLocked,languages,labels,topics
microsoft/semantic-link-labs,main,471,false,false,https://github.com/microsoft/semantic-link-labs,11,.claude/skills/add-function/SKILL.md;.claude/skills/build-docs/SKILL.md;.claude/skills/code-style/SKILL.md;.claude/skills/direct-lake-operations/SKILL.md;.claude/skills/github-repo-explore/SKILL.md;.claude/skills/planning-with-files/SKILL.md;.claude/skills/pr-review-comments/SKILL.md;.claude/skills/rest-api-patterns/SKILL.md;.claude/skills/run-tests/SKILL.md;.claude/skills/tom-operations/SKILL.md;.claude/skills/write-tests/SKILL.md,14,0,0,1,2,2026-02-24T12:50:12Z,1,1,0,95079047,microsoft/semantic-link-labs,false,2009,7,51,162,Python,main,MIT License,,19,471,26,6450,2024-05-16T09:27:37,2026-02-12T07:55:23,2026-02-13T03:29:00,376,40,644,39,17307,69663,23532,"[{""blankLines"":8,""codeLines"":26,""commentLines"":1,""language"":""DOS Batch""},{""blankLines"":6802,""codeLines"":22243,""commentLines"":6840,""language"":""PO File""},{""blankLines"":0,""codeLines"":557,""commentLines"":2492,""language"":""Jupyter Notebook""},{""blankLines"":8,""codeLines"":43,""commentLines"":0,""language"":""TOML""},{""blankLines"":4,""codeLines"":9,""commentLines"":7,""language"":""make""},{""blankLines"":0,""codeLines"":14,""commentLines"":0,""language"":""Text""},{""blankLines"":9022,""codeLines"":36239,""commentLines"":14147,""language"":""Python""},{""blankLines"":7,""codeLines"":9,""commentLines"":11,""language"":""reStructuredText""},{""blankLines"":7,""codeLines"":31,""commentLines"":2,""language"":""Bourne Shell""},{""blankLines"":1425,""codeLines"":3857,""commentLines"":10,""language"":""Markdown""},{""blankLines"":24,""codeLines"":107,""commentLines"":22,""language"":""YAML""},{""blankLines"":0,""codeLines"":6528,""commentLines"":0,""language"":""JSON""}]",2026-02-12T07:43:56,7bb36c2479d4d2d936a44270eaf4cbada276c1d2,true,false,false,false,"{""Python"":2127051,""Jupyter Notebook"":101007,""Shell"":1709}",bug;dependencies;documentation;duplicate;enhancement;good first issue;help wanted;invalid;not related to semantic link labs;question;semantic-link;wontfix,analysis-services;analysis-services-tabular;dax;jupyter-notebook;microsoftfabric;powerbi;python
neurostuff/nimare,main,203,false,false,https://github.com/neurostuff/nimare,4,.skills/dev_environment/SKILL.md;.skills/reviewing_code/SKILL.md;.skills/running_tests/SKILL.md;.skills/writing_code/SKILL.md,4,0,0,0,0,2026-02-24T12:50:16Z,0,0,0,3958561,neurostuff/nimare,false,1134,17,75,61,Python,main,MIT License,https://nimare.readthedocs.io,6,203,24,32046,2018-01-16T06:33:58,2026-02-06T07:45:48,2026-02-06T07:45:51,391,90,579,13,6760,98606,12826,"[{""blankLines"":14,""codeLines"":38,""commentLines"":6,""language"":""make""},{""blankLines"":15,""codeLines"":144,""commentLines"":8,""language"":""Dockerfile""},{""blankLines"":0,""codeLines"":306,""commentLines"":1434,""language"":""Jupyter Notebook""},{""blankLines"":405,""codeLines"":1121,""commentLines"":48,""language"":""Markdown""},{""blankLines"":40,""codeLines"":533,""commentLines"":37,""language"":""YAML""},{""blankLines"":24,""codeLines"":65984,""commentLines"":0,""language"":""JSON""},{""blankLines"":3,""codeLines"":38,""commentLines"":4,""language"":""HTML""},{""blankLines"":5636,""codeLines"":17922,""commentLines"":10675,""language"":""Python""},{""blankLines"":37,""codeLines"":202,""commentLines"":22,""language"":""CSS""},{""blankLines"":477,""codeLines"":599,""commentLines"":591,""language"":""reStructuredText""},{""blankLines"":8,""codeLines"":27,""commentLines"":1,""language"":""DOS Batch""},{""blankLines"":52,""codeLines"":1114,""commentLines"":0,""language"":""Text""},{""blankLines"":45,""codeLines"":496,""commentLines"":0,""language"":""TeX""},{""blankLines"":4,""codeLines"":32,""commentLines"":0,""language"":""TOML""},{""blankLines"":0,""codeLines"":10050,""commentLines"":0,""language"":""CSV""}]",2026-02-06T07:45:47,5fac65c0eb5966613273eadceec6fb3a51c22cf1,false,false,false,false,"{""Python"":1148614,""TeX"":20511,""Dockerfile"":5648,""Smarty"":5518,""Go Template"":5518,""Makefile"":1188}",analysis;annotate;breaking-change;bug;cbma;community;correct;decode;dependencies;deprecation;diagnostics;documentation;duplicate;effort: high;effort: low;effort: medium;enhancement;good first issue;hacktoberfest-accepted;help wanted;ibma;ignore-for-release;impact: high;impact: low;impact: medium;maintenance;neurostore;neurovault;opinions wanted;parcellate;priority: high;priority: low;priority: medium;question;refactoring;testing;usage;workflows,meta-analysis;neuroimaging;python
nextlevelbuilder/ui-ux-pro-max-skill,main,31174,false,false,https://github.com/nextlevelbuilder/ui-ux-pro-max-skill,1,.claude/skills/ui-ux-pro-max/SKILL.md,3,0,0,0,2,2026-02-24T12:50:17Z,1,0,0,95555275,nextlevelbuilder/ui-ux-pro-max-skill,false,93,11,14,3067,Python,main,MIT License,https://www.uupm.cc/,165,31174,28,1889,2025-11-30T11:36:31,2026-02-12T04:11:34,2026-02-14T01:23:39,62,36,92,15,694,5132,265,"[{""blankLines"":350,""codeLines"":1066,""commentLines"":0,""language"":""Markdown""},{""blankLines"":198,""codeLines"":1064,""commentLines"":172,""language"":""Python""},{""blankLines"":0,""codeLines"":1456,""commentLines"":0,""language"":""CSV""},{""blankLines"":0,""codeLines"":781,""commentLines"":0,""language"":""JSON""},{""blankLines"":146,""codeLines"":765,""commentLines"":93,""language"":""TypeScript""}]",2026-02-12T04:11:33,6623f12b4058d09618c89cffb2de59a47c45f999,false,false,false,false,"{""Python"":118638,""TypeScript"":26542,""JavaScript"":2025}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,ai-skills;antigravity;claude;claude-code;codex;command-line;copilot;cursor-ai;html5;kiro;landing-page;mobile-ui;qoder;react;tailwindcss;trae;ui-design;uikit;windsurf-ai
maxvaega/skillkit,main,106,false,false,https://github.com/maxvaega/skillkit,30,examples/skills/code-reviewer/SKILL.md;examples/skills/example-plugin/skills/csv-parser/SKILL.md;examples/skills/example-plugin/skills/json-parser/SKILL.md;examples/skills/file-reference-skill/SKILL.md;examples/skills/git-helper/SKILL.md;examples/skills/markdown-formatter/SKILL.md;examples/skills/nested-example/SKILL.md;examples/skills/nested-example/category-a/SKILL.md;examples/skills/nested-example/category-a/subcategory-1/SKILL.md;examples/skills/nested-example/category-b/SKILL.md;examples/skills/pdf-extractor/SKILL.md;tests/fixtures/plugins/multi-dir-plugin/experimental/skill-b/SKILL.md;tests/fixtures/plugins/multi-dir-plugin/skills/skill-a/SKILL.md;tests/fixtures/plugins/valid-plugin/skills/test-skill/SKILL.md;tests/fixtures/skills/arguments-test-skill/SKILL.md;tests/fixtures/skills/edge-large-content/SKILL.md;tests/fixtures/skills/edge-special-chars/SKILL.md;tests/fixtures/skills/invalid-description-skill/SKILL.md;tests/fixtures/skills/invalid-missing-description/SKILL.md;tests/fixtures/skills/invalid-missing-name/SKILL.md;tests/fixtures/skills/invalid-version-type/SKILL.md;tests/fixtures/skills/invalid-yaml-skill/SKILL.md;tests/fixtures/skills/invalid-yaml-syntax/SKILL.md;tests/fixtures/skills/missing-name-skill/SKILL.md;tests/fixtures/skills/script-skill/SKILL.md;tests/fixtures/skills/valid-basic/SKILL.md;tests/fixtures/skills/valid-skill/SKILL.md;tests/fixtures/skills/valid-unicode/SKILL.md;tests/fixtures/skills/valid-with-arguments/SKILL.md;tests/fixtures/skills/valid-with-version/SKILL.md,49,0,0,11,8,2026-02-24T12:50:09Z,1,0,0,95533280,maxvaega/skillkit,false,13,3,4,16,Python,main,MIT License,,1,106,1,552,2025-10-26T08:56:30,2026-01-23T03:51:28,2026-01-26T04:27:55,4,3,6,1,4946,17372,5465,"[{""blankLines"":0,""codeLines"":59,""commentLines"":0,""language"":""JSON""},{""blankLines"":10,""codeLines"":65,""commentLines"":21,""language"":""Bourne Shell""},{""blankLines"":13,""codeLines"":157,""commentLines"":2,""language"":""TOML""},{""blankLines"":4,""codeLines"":19,""commentLines"":5,""language"":""YAML""},{""blankLines"":904,""codeLines"":7752,""commentLines"":0,""language"":""Markdown""},{""blankLines"":104,""codeLines"":436,""commentLines"":0,""language"":""Text""},{""blankLines"":3911,""codeLines"":8884,""commentLines"":5437,""language"":""Python""}]",2025-12-03T10:14:23,2a30ae54cf1a5d1d37973a96e614de055c307690,true,false,false,false,"{""Python"":547058,""Shell"":45676}",backlog;bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,agents;ai;anthropic;claude;langchain;llm;prompt;prompt-engineering;skill;skills
nkapila6/mcp-local-rag,main,102,false,false,https://github.com/nkapila6/mcp-local-rag,1,skills/local-rag-search/SKILL.md,3,0,0,0,2,2026-02-24T12:50:19Z,0,0,0,95360146,nkapila6/mcp-local-rag,false,62,2,2,19,Python,main,MIT License,,2,102,4,22958,2025-03-13T09:20:19,2026-02-02T01:56:01,2026-02-02T06:32:14,3,0,59,1,244,786,200,"[{""blankLines"":13,""codeLines"":26,""commentLines"":10,""language"":""Dockerfile""},{""blankLines"":2,""codeLines"":75,""commentLines"":0,""language"":""JSON""},{""blankLines"":24,""codeLines"":43,""commentLines"":33,""language"":""Bourne Shell""},{""blankLines"":130,""codeLines"":400,""commentLines"":1,""language"":""Markdown""},{""blankLines"":8,""codeLines"":39,""commentLines"":15,""language"":""YAML""},{""blankLines"":4,""codeLines"":32,""commentLines"":0,""language"":""TOML""},{""blankLines"":63,""codeLines"":171,""commentLines"":141,""language"":""Python""}]",2026-01-31T11:57:56,1e96748859f3b70716d3830d3dfa7941c4e688b4,true,false,false,false,"{""Python"":15086,""Shell"":2749,""Dockerfile"":1560,""Mermaid"":886}",bug;dependencies;documentation;duplicate;enhancement;github_actions;good first issue;help wanted;invalid;python:uv;question;wontfix,mcp;mcp-server;model-context-protocol;rag;web-seach
ntno/mkdocs-terminal,main,296,false,false,https://github.com/ntno/mkdocs-terminal,10,.github/skills/openspec-apply-change/SKILL.md;.github/skills/openspec-archive-change/SKILL.md;.github/skills/openspec-bulk-archive-change/SKILL.md;.github/skills/openspec-continue-change/SKILL.md;.github/skills/openspec-explore/SKILL.md;.github/skills/openspec-ff-change/SKILL.md;.github/skills/openspec-new-change/SKILL.md;.github/skills/openspec-onboard/SKILL.md;.github/skills/openspec-sync-specs/SKILL.md;.github/skills/openspec-verify-change/SKILL.md,10,0,0,0,0,2026-02-24T12:50:19Z,0,1,0,82495658,ntno/mkdocs-terminal,false,148,20,70,20,Python,main,MIT License,https://ntno.github.io/mkdocs-terminal/,2,296,4,14072,2023-01-02T11:01:44,2026-02-04T01:50:31,2026-02-05T02:05:02,68,28,149,7,8432,35588,1534,"[{""blankLines"":0,""codeLines"":131,""commentLines"":0,""language"":""JSON""},{""blankLines"":12,""codeLines"":47,""commentLines"":0,""language"":""TOML""},{""blankLines"":0,""codeLines"":10,""commentLines"":0,""language"":""COBOL""},{""blankLines"":82,""codeLines"":864,""commentLines"":69,""language"":""YAML""},{""blankLines"":3,""codeLines"":36,""commentLines"":0,""language"":""Text""},{""blankLines"":45,""codeLines"":117,""commentLines"":19,""language"":""make""},{""blankLines"":18,""codeLines"":177,""commentLines"":4,""language"":""Jinja Template""},{""blankLines"":3,""codeLines"":35,""commentLines"":0,""language"":""INI""},{""blankLines"":2,""codeLines"":6,""commentLines"":0,""language"":""Bourne Shell""},{""blankLines"":1050,""codeLines"":4521,""commentLines"":523,""language"":""JavaScript""},{""blankLines"":3573,""codeLines"":10112,""commentLines"":10,""language"":""Markdown""},{""blankLines"":925,""codeLines"":3338,""commentLines"":663,""language"":""Python""},{""blankLines"":2692,""codeLines"":6173,""commentLines"":238,""language"":""CSS""},{""blankLines"":27,""codeLines"":10021,""commentLines"":8,""language"":""HTML""}]",2026-01-31T01:48:24,395485f5305cb5bee1c7f092bb8834c453c64b79,true,false,false,false,"{""Python"":188748,""CSS"":31087,""HTML"":19643,""JavaScript"":8486,""Jinja"":7780,""Makefile"":4657,""COBOL"":1750,""Shell"":695}",accessibility;bug;ci/cd;community;documentation;duplicate;enhancement;good first issue;help wanted;invalid;investigation needed;wontfix,mkdocs;mkdocs-theme
op7418/Document-illustrator-skill,main,130,false,false,https://github.com/op7418/Document-illustrator-skill,1,SKILL.md,10,0,0,2,7,2026-02-24T12:50:21Z,0,0,0,95603942,op7418/Document-illustrator-skill,false,6,1,0,11,Python,main,MIT License,,2,130,1,4881,2026-01-21T08:40:00,2026-01-21T09:47:26,2026-01-22T09:45:18,0,0,0,0,526,1472,231,"[{""blankLines"":344,""codeLines"":884,""commentLines"":0,""language"":""Markdown""},{""blankLines"":182,""codeLines"":588,""commentLines"":231,""language"":""Python""}]",2026-01-21T09:47:23,8344815d407cc25cc04c327557f36ed839f0aaef,true,false,false,false,"{""Python"":31457}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
op7418/Youtube-clipper-skill,main,353,false,false,https://github.com/op7418/Youtube-clipper-skill,1,SKILL.md,24,3,0,10,10,2026-02-24T12:50:23Z,0,0,0,95604144,op7418/Youtube-clipper-skill,false,2,1,0,51,Python,main,MIT License,,2,353,0,56,2026-01-22T03:28:37,2026-01-22T04:56:21,2026-01-23T02:35:08,1,1,0,0,1297,3351,570,"[{""blankLines"":38,""codeLines"":167,""commentLines"":36,""language"":""Bourne Shell""},{""blankLines"":420,""codeLines"":1027,""commentLines"":534,""language"":""Python""},{""blankLines"":839,""codeLines"":2157,""commentLines"":0,""language"":""Markdown""}]",2026-01-22T04:56:19,f31f077ee0905c95a510a6f34bbd0c3c85b15129,true,false,false,false,"{""Python"":57805,""Shell"":6975}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
mrexodia/ida-pro-mcp,main,5463,false,false,https://github.com/mrexodia/ida-pro-mcp,1,skills/idapython/SKILL.md,105,0,0,0,104,2026-02-24T12:50:14Z,1,0,0,95338002,mrexodia/ida-pro-mcp,false,297,4,3,590,Python,main,MIT License,https://plugins.hex-rays.com/mrexodia/ida-pro-mcp,34,5463,32,1122,2025-03-25T10:23:41,2026-02-08T01:02:41,2026-02-09T06:47:00,151,40,91,2,50199,12704,45967,"[{""blankLines"":1,""codeLines"":9,""commentLines"":0,""language"":""INI""},{""blankLines"":1141,""codeLines"":4033,""commentLines"":0,""language"":""Markdown""},{""blankLines"":1923,""codeLines"":8120,""commentLines"":1448,""language"":""Python""},{""blankLines"":0,""codeLines"":5,""commentLines"":0,""language"":""Bourne Shell""},{""blankLines"":47127,""codeLines"":486,""commentLines"":44510,""language"":""reStructuredText""},{""blankLines"":5,""codeLines"":38,""commentLines"":0,""language"":""TOML""},{""blankLines"":0,""codeLines"":12,""commentLines"":0,""language"":""JSON""},{""blankLines"":2,""codeLines"":1,""commentLines"":9,""language"":""YAML""}]",2026-02-08T01:02:41,a4fcf2b3d566ed318106087384b800bb5aae7d2a,false,false,false,false,"{""Python"":359100,""Shell"":78}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,ai;aiagent;binary-analysis;ida-plugin;ida-pro;mcp;mcp-server;modelcontextprotocol;reverse-engineering
otrf/threathunter-playbook,main,4431,false,false,https://github.com/otrf/threathunter-playbook,5,.github/skills/hunt-analytics-generation/SKILL.md;.github/skills/hunt-blueprint-generation/SKILL.md;.github/skills/hunt-data-source-identification/SKILL.md;.github/skills/hunt-focus-definition/SKILL.md;.github/skills/hunt-research-system-and-tradecraft/SKILL.md,16,9,0,0,2,2026-02-24T12:50:41Z,0,0,0,3927572,otrf/threathunter-playbook,false,477,6,0,851,Python,main,MIT License,,372,4431,13,37560,2017-03-28T03:07:05,2026-01-12T12:17:37,2026-01-13T04:35:19,33,6,41,0,2613,8639,137,"[{""blankLines"":0,""codeLines"":27,""commentLines"":0,""language"":""CSV""},{""blankLines"":0,""codeLines"":80,""commentLines"":0,""language"":""JSON""},{""blankLines"":2471,""codeLines"":7427,""commentLines"":0,""language"":""Markdown""},{""blankLines"":85,""codeLines"":594,""commentLines"":13,""language"":""YAML""},{""blankLines"":57,""codeLines"":416,""commentLines"":124,""language"":""Python""},{""blankLines"":0,""codeLines"":5,""commentLines"":0,""language"":""Text""},{""blankLines"":0,""codeLines"":90,""commentLines"":0,""language"":""SVG""}]",2026-01-12T12:17:15,d310f3882eb065329a6fb081fa13b205f522392d,true,false,false,false,"{""Python"":24206,""YARA"":1837,""Dockerfile"":816}",bug;dependencies;documentation update;duplicate;enhancement;help wanted;invalid;playbook proposed;playbook update;python;question;wontfix,dfir;hunter;hunting;hunting-campaigns;hypothesis;mitre;mitre-attack-db;sysmon;threat-hunting
ninehills/skills,main,120,false,false,https://github.com/ninehills/skills,22,skills/.system/skill-creator/SKILL.md;skills/.system/skill-installer/SKILL.md;skills/agent-browser/SKILL.md;skills/bird/SKILL.md;skills/diagram-generator/SKILL.md;skills/doc/SKILL.md;skills/firecrawl/SKILL.md;skills/gogcli/SKILL.md;skills/humanizer-zh/SKILL.md;skills/news-aggregator-skill/SKILL.md;skills/pdf/SKILL.md;skills/planning-with-files/SKILL.md;skills/pretty-mermaid/SKILL.md;skills/qmd-skill/SKILL.md;skills/react-best-practices/SKILL.md;skills/screenshot/SKILL.md;skills/spreadsheet/SKILL.md;skills/stock_analysis/SKILL.md;skills/tvscreener/SKILL.md;skills/ui-skills/SKILL.md;skills/ui-ux-pro-max/SKILL.md;skills/vercel-deploy/SKILL.md,179,13,16,27,101,2026-02-24T12:50:18Z,1,1,0,95625399,ninehills/skills,false,25,1,0,10,Python,main,MIT License,,1,120,1,350,2026-01-14T05:44:04,2026-02-09T05:17:55,2026-02-10T04:22:06,0,0,0,0,3937,14001,564,"[{""blankLines"":0,""codeLines"":1187,""commentLines"":0,""language"":""CSV""},{""blankLines"":0,""codeLines"":29,""commentLines"":0,""language"":""JSON""},{""blankLines"":50,""codeLines"":343,""commentLines"":1,""language"":""JavaScript""},{""blankLines"":546,""codeLines"":2371,""commentLines"":244,""language"":""Python""},{""blankLines"":65,""codeLines"":340,""commentLines"":0,""language"":""Text""},{""blankLines"":0,""codeLines"":17,""commentLines"":0,""language"":""SVG""},{""blankLines"":28,""codeLines"":159,""commentLines"":1,""language"":""Swift""},{""blankLines"":19,""codeLines"":144,""commentLines"":0,""language"":""PowerShell""},{""blankLines"":0,""codeLines"":33,""commentLines"":0,""language"":""YAML""},{""blankLines"":3104,""codeLines"":9051,""commentLines"":216,""language"":""Markdown""},{""blankLines"":125,""codeLines"":327,""commentLines"":102,""language"":""Bourne Shell""}]",2026-02-09T05:17:04,b774a799b6a9e6e05d2bb9e3d5a341bd83f2bdba,true,false,false,false,"{""Python"":106619,""Shell"":15396,""JavaScript"":12587,""Swift"":5006,""PowerShell"":4947,""Mermaid"":1872}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
pchalasani/claude-code-tools,main,1433,false,false,https://github.com/pchalasani/claude-code-tools,9,plugins/aichat/skills/recover-context/SKILL.md;plugins/aichat/skills/session-search/SKILL.md;plugins/langroid/skills/add-pattern/SKILL.md;plugins/langroid/skills/patterns/SKILL.md;plugins/tmux-cli/skills/tmux-cli/SKILL.md;plugins/voice/skills/voice-update/SKILL.md;plugins/workflow/skills/code-walk-thru/SKILL.md;plugins/workflow/skills/log-work/SKILL.md;plugins/workflow/skills/make-issue-spec/SKILL.md,16,0,0,0,7,2026-02-24T12:51:33Z,0,0,0,95444992,pchalasani/claude-code-tools,false,745,30,90,90,Python,main,MIT License,,9,1433,7,51384,2025-07-30T08:10:38,2026-02-12T03:13:09,2026-02-14T12:36:33,10,0,47,1,8102,41116,6894,"[{""blankLines"":2311,""codeLines"":7104,""commentLines"":0,""language"":""Markdown""},{""blankLines"":33,""codeLines"":225,""commentLines"":2,""language"":""make""},{""blankLines"":30,""codeLines"":192,""commentLines"":40,""language"":""Bourne Again Shell""},{""blankLines"":4851,""codeLines"":19081,""commentLines"":5848,""language"":""Python""},{""blankLines"":32,""codeLines"":187,""commentLines"":1,""language"":""YAML""},{""blankLines"":1,""codeLines"":5,""commentLines"":0,""language"":""TypeScript""},{""blankLines"":153,""codeLines"":2223,""commentLines"":183,""language"":""JavaScript""},{""blankLines"":0,""codeLines"":5598,""commentLines"":0,""language"":""JSON""},{""blankLines"":15,""codeLines"":128,""commentLines"":10,""language"":""TOML""},{""blankLines"":53,""codeLines"":266,""commentLines"":96,""language"":""Bourne Shell""},{""blankLines"":35,""codeLines"":1404,""commentLines"":49,""language"":""SVG""},{""blankLines"":588,""codeLines"":4703,""commentLines"":665,""language"":""Rust""}]",2026-02-12T03:13:00,17b103bb47614bcf0a63f867ff34ab05f88ef647,true,false,false,false,"{""Python"":1042789,""Rust"":244196,""MDX"":101875,""JavaScript"":84421,""Shell"":20762,""Makefile"":9885,""TypeScript"":191}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,claude-code;cli;cli-agent;code-agent;codex;codex-cli;context;llm;tmux
posit-dev/py-shiny,main,1684,false,false,https://github.com/posit-dev/py-shiny,1,.claude/skills/port-from-bslib/SKILL.md,1,0,0,0,0,2026-02-24T12:51:40Z,1,0,1,94583891,posit-dev/py-shiny,false,2015,125,35,120,Python,main,MIT License,https://shiny.posit.co/py/,29,1684,38,30744,2021-07-27T08:19:49,2026-02-13T06:48:19,2026-02-13T05:55:07,1016,409,1094,46,25759,141294,27019,"[{""blankLines"":422,""codeLines"":2865,""commentLines"":536,""language"":""TypeScript""},{""blankLines"":229,""codeLines"":923,""commentLines"":107,""language"":""R""},{""blankLines"":6,""codeLines"":21,""commentLines"":0,""language"":""Julia""},{""blankLines"":0,""codeLines"":23,""commentLines"":1,""language"":""SQL""},{""blankLines"":4133,""codeLines"":20771,""commentLines"":2759,""language"":""SCSS""},{""blankLines"":1,""codeLines"":382,""commentLines"":1,""language"":""SVG""},{""blankLines"":18540,""codeLines"":62460,""commentLines"":21892,""language"":""Python""},{""blankLines"":0,""codeLines"":19368,""commentLines"":0,""language"":""CSV""},{""blankLines"":1389,""codeLines"":3258,""commentLines"":0,""language"":""Markdown""},{""blankLines"":10,""codeLines"":42,""commentLines"":0,""language"":""Sass""},{""blankLines"":172,""codeLines"":2013,""commentLines"":100,""language"":""YAML""},{""blankLines"":4,""codeLines"":26,""commentLines"":3,""language"":""C++""},{""blankLines"":0,""codeLines"":12040,""commentLines"":0,""language"":""JSON""},{""blankLines"":16,""codeLines"":23,""commentLines"":16,""language"":""Dockerfile""},{""blankLines"":3,""codeLines"":7,""commentLines"":15,""language"":""Diff""},{""blankLines"":42,""codeLines"":473,""commentLines"":18,""language"":""HTML""},{""blankLines"":52,""codeLines"":1654,""commentLines"":207,""language"":""CSS""},{""blankLines"":3,""codeLines"":28,""commentLines"":2,""language"":""XML""},{""blankLines"":361,""codeLines"":12551,""commentLines"":1212,""language"":""JavaScript""},{""blankLines"":72,""codeLines"":467,""commentLines"":98,""language"":""Lua""},{""blankLines"":8,""codeLines"":40,""commentLines"":3,""language"":""Rust""},{""blankLines"":25,""codeLines"":89,""commentLines"":7,""language"":""Bourne Shell""},{""blankLines"":21,""codeLines"":206,""commentLines"":4,""language"":""TOML""},{""blankLines"":73,""codeLines"":272,""commentLines"":33,""language"":""make""},{""blankLines"":4,""codeLines"":48,""commentLines"":4,""language"":""INI""},{""blankLines"":165,""codeLines"":1219,""commentLines"":0,""language"":""Text""},{""blankLines"":8,""codeLines"":25,""commentLines"":1,""language"":""TeX""}]",2026-02-13T05:55:02,b1ab68c01ff7425162f1114e348ff2baaf45511c,true,false,false,false,"{""Python"":3116103,""SCSS"":651225,""JavaScript"":268208,""TypeScript"":112082,""CSS"":82883,""R"":33610,""HTML"":32535,""Makefile"":10743,""Shell"":2687}",bug;chore;data frame;documentation;duplicate;enhancement;epic;epic-bslib-ui-components;epic-example-apps;epic-shiny component;express;good first issue;help wanted;invalid;needs response;needs-triage;needs: e2e test;needs: integration test;needs: manual testing;needs: test all apps;priority: high;priority: low;priority: medium;question;shinylive;testing;wontfix,
pthom/imgui_bundle,main,1071,false,false,https://github.com/pthom/imgui_bundle,1,.claude/skills/review-book/SKILL.md,1,0,0,0,0,2026-02-24T12:51:41Z,1,0,0,73655069,pthom/imgui_bundle,false,3088,23,34,106,Python,main,MIT License,https://pthom.github.io/imgui_bundle/,18,1071,19,44211,2022-07-05T03:11:13,2026-02-08T10:38:25,2026-02-09T06:39:21,218,24,146,0,26597,113784,37235,"[{""blankLines"":0,""codeLines"":1,""commentLines"":0,""language"":""Windows Resource File""},{""blankLines"":36,""codeLines"":61,""commentLines"":48,""language"":""Dockerfile""},{""blankLines"":0,""codeLines"":1160,""commentLines"":3616,""language"":""Jupyter Notebook""},{""blankLines"":0,""codeLines"":95,""commentLines"":0,""language"":""JSON""},{""blankLines"":3,""codeLines"":15,""commentLines"":25,""language"":""Diff""},{""blankLines"":114,""codeLines"":463,""commentLines"":25,""language"":""HTML""},{""blankLines"":15,""codeLines"":43,""commentLines"":51,""language"":""INI""},{""blankLines"":91,""codeLines"":297,""commentLines"":0,""language"":""Text""},{""blankLines"":29,""codeLines"":117,""commentLines"":81,""language"":""TOML""},{""blankLines"":299,""codeLines"":1406,""commentLines"":606,""language"":""CMake""},{""blankLines"":6771,""codeLines"":36786,""commentLines"":2222,""language"":""C++""},{""blankLines"":8,""codeLines"":24,""commentLines"":0,""language"":""XML""},{""blankLines"":14,""codeLines"":98,""commentLines"":7,""language"":""JavaScript""},{""blankLines"":5,""codeLines"":17,""commentLines"":0,""language"":""Objective-C++""},{""blankLines"":10538,""codeLines"":39403,""commentLines"":23874,""language"":""Python""},{""blankLines"":0,""codeLines"":12,""commentLines"":0,""language"":""CSS""},{""blankLines"":2473,""codeLines"":6336,""commentLines"":44,""language"":""Markdown""},{""blankLines"":3537,""codeLines"":19098,""commentLines"":5904,""language"":""C/C++ Header""},{""blankLines"":193,""codeLines"":884,""commentLines"":229,""language"":""YAML""},{""blankLines"":62,""codeLines"":231,""commentLines"":67,""language"":""Bourne Shell""},{""blankLines"":2409,""codeLines"":7237,""commentLines"":436,""language"":""AsciiDoc""}]",2026-02-05T05:54:49,141d0b07fd5495aef22a304e0e1a8d062826d3dd,true,false,false,false,"{""Python"":3281574,""C++"":339371,""Jupyter Notebook"":327362,""CMake"":88490,""C"":37004,""HTML"":27626,""JavaScript"":14442,""Shell"":9576,""Dockerfile"":4483,""Just"":4191,""CSS"":3798}",3rd_bug;acknownledgements;bug;c_style;cant_reproduce;demo;dependencies;documentation;duplicate;enhancement;faq;generator;github_actions;good first issue;help wanted;invalid;minor;question;user question;waiting_for_op_answer;wip;wontfix,cpp;creative-coding;imgui;immediate-gui;jupyter-notebook;python3;research-and-development
