repo,default_branch,stars,fork,archived,html_url,skill_count,skill_paths,total_files_in_skills,references_file_count,assets_file_count,scripts_file_count,other_file_count,scanned_at_utc,has_CLAUDE,has_AGENTS,has_COPILOT,id,name,isFork,commits,branches,releases,forks,mainLanguage,defaultBranch,license,homepage,watchers,stargazers,contributors,size,createdAt,pushedAt,updatedAt,totalIssues,openIssues,totalPullRequests,openPullRequests,blankLines,codeLines,commentLines,metrics,lastCommit,lastCommitSHA,hasWiki,isArchived,isDisabled,isLocked,languages,labels,topics
K-Dense-AI/claude-scientific-skills,main,7944,false,false,https://github.com/K-Dense-AI/claude-scientific-skills,152,scientific-skills/adaptyv/SKILL.md;scientific-skills/aeon/SKILL.md;scientific-skills/alpha-vantage/SKILL.md;scientific-skills/alphafold-database/SKILL.md;scientific-skills/anndata/SKILL.md;scientific-skills/arboreto/SKILL.md;scientific-skills/astropy/SKILL.md;scientific-skills/benchling-integration/SKILL.md;scientific-skills/biopython/SKILL.md;scientific-skills/biorxiv-database/SKILL.md;scientific-skills/bioservices/SKILL.md;scientific-skills/brenda-database/SKILL.md;scientific-skills/cellxgene-census/SKILL.md;scientific-skills/chembl-database/SKILL.md;scientific-skills/cirq/SKILL.md;scientific-skills/citation-management/SKILL.md;scientific-skills/clinical-decision-support/SKILL.md;scientific-skills/clinical-reports/SKILL.md;scientific-skills/clinicaltrials-database/SKILL.md;scientific-skills/clinpgx-database/SKILL.md;scientific-skills/clinvar-database/SKILL.md;scientific-skills/cobrapy/SKILL.md;scientific-skills/cosmic-database/SKILL.md;scientific-skills/dask/SKILL.md;scientific-skills/datacommons-client/SKILL.md;scientific-skills/datamol/SKILL.md;scientific-skills/deepchem/SKILL.md;scientific-skills/deeptools/SKILL.md;scientific-skills/denario/SKILL.md;scientific-skills/diffdock/SKILL.md;scientific-skills/dnanexus-integration/SKILL.md;scientific-skills/document-skills/docx/SKILL.md;scientific-skills/document-skills/pdf/SKILL.md;scientific-skills/document-skills/pptx/SKILL.md;scientific-skills/document-skills/xlsx/SKILL.md;scientific-skills/drugbank-database/SKILL.md;scientific-skills/edgartools/SKILL.md;scientific-skills/ena-database/SKILL.md;scientific-skills/ensembl-database/SKILL.md;scientific-skills/esm/SKILL.md;scientific-skills/etetoolkit/SKILL.md;scientific-skills/exploratory-data-analysis/SKILL.md;scientific-skills/fda-database/SKILL.md;scientific-skills/flowio/SKILL.md;scientific-skills/fluidsim/SKILL.md;scientific-skills/fred-economic-data/SKILL.md;scientific-skills/gene-database/SKILL.md;scientific-skills/generate-image/SKILL.md;scientific-skills/geniml/SKILL.md;scientific-skills/geo-database/SKILL.md;scientific-skills/geopandas/SKILL.md;scientific-skills/get-available-resources/SKILL.md;scientific-skills/gget/SKILL.md;scientific-skills/gtars/SKILL.md;scientific-skills/gwas-database/SKILL.md;scientific-skills/hedgefundmonitor/SKILL.md;scientific-skills/histolab/SKILL.md;scientific-skills/hmdb-database/SKILL.md;scientific-skills/hypogenic/SKILL.md;scientific-skills/hypothesis-generation/SKILL.md;scientific-skills/imaging-data-commons/SKILL.md;scientific-skills/infographics/SKILL.md;scientific-skills/iso-13485-certification/SKILL.md;scientific-skills/kegg-database/SKILL.md;scientific-skills/labarchive-integration/SKILL.md;scientific-skills/lamindb/SKILL.md;scientific-skills/latchbio-integration/SKILL.md;scientific-skills/latex-posters/SKILL.md;scientific-skills/literature-review/SKILL.md;scientific-skills/markdown-mermaid-writing/SKILL.md;scientific-skills/market-research-reports/SKILL.md;scientific-skills/markitdown/SKILL.md;scientific-skills/matchms/SKILL.md;scientific-skills/matlab/SKILL.md;scientific-skills/matplotlib/SKILL.md;scientific-skills/medchem/SKILL.md;scientific-skills/metabolomics-workbench-database/SKILL.md;scientific-skills/modal/SKILL.md;scientific-skills/molfeat/SKILL.md;scientific-skills/networkx/SKILL.md;scientific-skills/neurokit2/SKILL.md;scientific-skills/neuropixels-analysis/SKILL.md;scientific-skills/offer-k-dense-web/SKILL.md;scientific-skills/omero-integration/SKILL.md;scientific-skills/open-notebook/SKILL.md;scientific-skills/openalex-database/SKILL.md;scientific-skills/opentargets-database/SKILL.md;scientific-skills/opentrons-integration/SKILL.md;scientific-skills/paper-2-web/SKILL.md;scientific-skills/pathml/SKILL.md;scientific-skills/pdb-database/SKILL.md;scientific-skills/peer-review/SKILL.md;scientific-skills/pennylane/SKILL.md;scientific-skills/perplexity-search/SKILL.md;scientific-skills/plotly/SKILL.md;scientific-skills/polars/SKILL.md;scientific-skills/pptx-posters/SKILL.md;scientific-skills/protocolsio-integration/SKILL.md;scientific-skills/pubchem-database/SKILL.md;scientific-skills/pubmed-database/SKILL.md;scientific-skills/pufferlib/SKILL.md;scientific-skills/pydeseq2/SKILL.md;scientific-skills/pydicom/SKILL.md;scientific-skills/pyhealth/SKILL.md;scientific-skills/pylabrobot/SKILL.md;scientific-skills/pymatgen/SKILL.md;scientific-skills/pymc/SKILL.md;scientific-skills/pymoo/SKILL.md;scientific-skills/pyopenms/SKILL.md;scientific-skills/pysam/SKILL.md;scientific-skills/pytdc/SKILL.md;scientific-skills/pytorch-lightning/SKILL.md;scientific-skills/qiskit/SKILL.md;scientific-skills/qutip/SKILL.md;scientific-skills/rdkit/SKILL.md;scientific-skills/reactome-database/SKILL.md;scientific-skills/research-grants/SKILL.md;scientific-skills/research-lookup/SKILL.md;scientific-skills/rowan/SKILL.md;scientific-skills/scanpy/SKILL.md;scientific-skills/scholar-evaluation/SKILL.md;scientific-skills/scientific-brainstorming/SKILL.md;scientific-skills/scientific-critical-thinking/SKILL.md;scientific-skills/scientific-schematics/SKILL.md;scientific-skills/scientific-slides/SKILL.md;scientific-skills/scientific-visualization/SKILL.md;scientific-skills/scientific-writing/SKILL.md;scientific-skills/scikit-bio/SKILL.md;scientific-skills/scikit-learn/SKILL.md;scientific-skills/scikit-survival/SKILL.md;scientific-skills/scvi-tools/SKILL.md;scientific-skills/seaborn/SKILL.md;scientific-skills/shap/SKILL.md;scientific-skills/simpy/SKILL.md;scientific-skills/stable-baselines3/SKILL.md;scientific-skills/statistical-analysis/SKILL.md;scientific-skills/statsmodels/SKILL.md;scientific-skills/string-database/SKILL.md;scientific-skills/sympy/SKILL.md;scientific-skills/timesfm-forecasting/SKILL.md;scientific-skills/torch_geometric/SKILL.md;scientific-skills/torchdrug/SKILL.md;scientific-skills/transformers/SKILL.md;scientific-skills/treatment-plans/SKILL.md;scientific-skills/umap-learn/SKILL.md;scientific-skills/uniprot-database/SKILL.md;scientific-skills/usfiscaldata/SKILL.md;scientific-skills/uspto-database/SKILL.md;scientific-skills/vaex/SKILL.md;scientific-skills/venue-templates/SKILL.md;scientific-skills/zarr-python/SKILL.md;scientific-skills/zinc-database/SKILL.md,1190,634,83,182,139,2026-02-24T12:45:59Z,0,0,0,95516355,K-Dense-AI/claude-scientific-skills,false,242,2,51,939,Python,main,MIT License,https://k-dense.ai,59,7944,12,27657,2025-10-19T08:54:15,2026-02-05T04:53:59,2026-02-05T08:28:15,9,0,33,1,96628,327911,14090,"[{""blankLines"":5,""codeLines"":25,""commentLines"":0,""language"":""Text""},{""blankLines"":3042,""codeLines"":10458,""commentLines"":1617,""language"":""TeX""},{""blankLines"":10678,""codeLines"":33348,""commentLines"":12186,""language"":""Python""},{""blankLines"":28,""codeLines"":229,""commentLines"":0,""language"":""HTML""},{""blankLines"":50,""codeLines"":19654,""commentLines"":26,""language"":""XSD""},{""blankLines"":0,""codeLines"":4,""commentLines"":0,""language"":""CSV""},{""blankLines"":0,""codeLines"":164,""commentLines"":0,""language"":""JSON""},{""blankLines"":0,""codeLines"":15,""commentLines"":0,""language"":""XML""},{""blankLines"":129,""codeLines"":738,""commentLines"":112,""language"":""JavaScript""},{""blankLines"":63,""codeLines"":202,""commentLines"":76,""language"":""YAML""},{""blankLines"":82593,""codeLines"":262841,""commentLines"":43,""language"":""Markdown""},{""blankLines"":40,""codeLines"":233,""commentLines"":30,""language"":""Bourne Shell""}]",2026-02-05T04:53:47,3a5f2e2227d64679bbe998acfea53007102b4d94,false,false,false,false,"{""Python"":1962405,""TeX"":527275,""JavaScript"":37795,""Shell"":10991,""HTML"":5643}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,ai-scientist;bioinformatics;chemoinformatics;claude;claude-skills;claudecode;clinical-research;computational-biology;data-analysis;drug-discovery;genomics;materials-science;metabolomics;proteomics;scientific-computing;scientific-visualization
hugohe3/ppt-master,main,1716,false,false,https://github.com/hugohe3/ppt-master,1,.agent/skills/ocr_image_to_markdown/SKILL.md,1,0,0,0,0,2026-02-24T12:49:53Z,1,1,0,95565868,hugohe3/ppt-master,false,134,1,0,242,Python,main,MIT License,https://hugohe3.github.io/ppt-master/,7,1716,2,71314,2025-12-10T06:54:33,2026-02-13T05:17:47,2026-02-13T06:20:59,6,1,5,0,22842,88314,9010,"[{""blankLines"":14408,""codeLines"":62675,""commentLines"":6265,""language"":""SVG""},{""blankLines"":5,""codeLines"":40,""commentLines"":0,""language"":""Text""},{""blankLines"":176,""codeLines"":1628,""commentLines"":26,""language"":""HTML""},{""blankLines"":1941,""codeLines"":6775,""commentLines"":2142,""language"":""Python""},{""blankLines"":103,""codeLines"":262,""commentLines"":485,""language"":""JavaScript""},{""blankLines"":8,""codeLines"":36,""commentLines"":9,""language"":""YAML""},{""blankLines"":6201,""codeLines"":16019,""commentLines"":83,""language"":""Markdown""},{""blankLines"":0,""codeLines"":879,""commentLines"":0,""language"":""JSON""}]",2026-02-13T05:17:28,034d550810cf95fc3a97c6ec0dca66727c03fe93,true,false,false,false,"{""Python"":367795,""HTML"":83967,""JavaScript"":27106}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
huangrt01/cs-notes,master,3941,false,false,https://github.com/huangrt01/cs-notes,12,.trae/openclaw-skills/common-fetcher/SKILL.md;.trae/openclaw-skills/pdf-parser/SKILL.md;.trae/openclaw-skills/priority-task-reader/SKILL.md;.trae/openclaw-skills/session-optimizer/SKILL.md;.trae/openclaw-skills/todo-manager/SKILL.md;.trae/openclaw-skills/top-lean-ai-monitor/SKILL.md;.trae/openclaw-skills/trae-agent/SKILL.md;.trae/skills/code-reviewer/SKILL.md;.trae/skills/find-skills/SKILL.md;.trae/skills/fix/SKILL.md;.trae/skills/markdown-toc/SKILL.md;.trae/skills/pr-creator/SKILL.md,26,0,0,2,12,2026-02-24T12:49:52Z,0,1,0,3953222,huangrt01/cs-notes,false,286,1,0,484,Python,master,MIT License,,111,3941,3,729819,2020-04-16T03:57:58,2026-02-09T08:41:48,2026-02-09T08:41:53,6,3,3,0,26857,78110,5505,"[{""blankLines"":5,""codeLines"":69,""commentLines"":16,""language"":""SQL""},{""blankLines"":3,""codeLines"":51,""commentLines"":0,""language"":""SWIG""},{""blankLines"":900,""codeLines"":3023,""commentLines"":356,""language"":""C++""},{""blankLines"":63,""codeLines"":294,""commentLines"":44,""language"":""C/C++ Header""},{""blankLines"":0,""codeLines"":6,""commentLines"":0,""language"":""TeX""},{""blankLines"":45,""codeLines"":122,""commentLines"":27,""language"":""Assembly""},{""blankLines"":32,""codeLines"":71,""commentLines"":1,""language"":""make""},{""blankLines"":16,""codeLines"":99,""commentLines"":0,""language"":""Text""},{""blankLines"":11,""codeLines"":25,""commentLines"":21,""language"":""Lua""},{""blankLines"":137,""codeLines"":250,""commentLines"":79,""language"":""Bourne Shell""},{""blankLines"":5,""codeLines"":26,""commentLines"":0,""language"":""YAML""},{""blankLines"":18570,""codeLines"":50223,""commentLines"":3,""language"":""Markdown""},{""blankLines"":0,""codeLines"":930,""commentLines"":0,""language"":""SVG""},{""blankLines"":438,""codeLines"":1511,""commentLines"":217,""language"":""Cuda""},{""blankLines"":242,""codeLines"":973,""commentLines"":197,""language"":""C""},{""blankLines"":6380,""codeLines"":20383,""commentLines"":4514,""language"":""Python""},{""blankLines"":10,""codeLines"":54,""commentLines"":30,""language"":""Go""}]",2026-02-09T08:40:51,0c962aac70e384033f32753c9323e4b1fc0c4170,true,false,false,false,"{""Python"":1086469,""C++"":130041,""Cuda"":64830,""C"":41458,""Shell"":14121,""SWIG"":3952,""Assembly"":3611,""Go"":3218,""Makefile"":2864,""Lua"":1876,""TeX"":130}",bug;dependencies;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
inclusionAI/AWorld,main,1126,false,false,https://github.com/inclusionAI/AWorld,0,,0,0,0,0,0,2026-02-24T12:49:57Z,0,0,0,95339830,inclusionAI/AWorld,false,3410,224,6,119,Python,main,MIT License,https://www.aworldagents.com,19,1126,41,371172,2025-03-14T08:30:52,2026-02-13T03:38:56,2026-02-13T06:50:30,69,36,703,7,34292,544861,41396,"[{""blankLines"":16,""codeLines"":124,""commentLines"":1,""language"":""TOML""},{""blankLines"":41,""codeLines"":190,""commentLines"":31,""language"":""SVG""},{""blankLines"":0,""codeLines"":32,""commentLines"":0,""language"":""XML""},{""blankLines"":338,""codeLines"":2986,""commentLines"":145,""language"":""TypeScript""},{""blankLines"":2,""codeLines"":412159,""commentLines"":0,""language"":""JSON""},{""blankLines"":3,""codeLines"":4,""commentLines"":0,""language"":""Dockerfile""},{""blankLines"":28934,""codeLines"":108346,""commentLines"":40676,""language"":""Python""},{""blankLines"":215,""codeLines"":1141,""commentLines"":130,""language"":""CSS""},{""blankLines"":68,""codeLines"":483,""commentLines"":2,""language"":""HTML""},{""blankLines"":48,""codeLines"":484,""commentLines"":25,""language"":""Less""},{""blankLines"":40,""codeLines"":688,""commentLines"":35,""language"":""YAML""},{""blankLines"":1,""codeLines"":4,""commentLines"":0,""language"":""DOS Batch""},{""blankLines"":45,""codeLines"":127,""commentLines"":19,""language"":""Bourne Shell""},{""blankLines"":196,""codeLines"":1559,""commentLines"":265,""language"":""JavaScript""},{""blankLines"":4325,""codeLines"":16106,""commentLines"":67,""language"":""Markdown""},{""blankLines"":20,""codeLines"":428,""commentLines"":0,""language"":""Text""}]",2026-02-13T03:38:16,01a3cb685b47d3bde8e7013e8785ccc57236b597,false,false,false,false,"{""Python"":5111541,""TypeScript"":100499,""HTML"":21150,""Less"":9901,""Dockerfile"":2122,""Shell"":737,""JavaScript"":734,""Batchfile"":112}",bug;dependencies;documentation;duplicate;enhancement;good first issue;help wanted;invalid;python;question;wontfix,agent-framework;agent-learning;agent-runtime;browsecomp;environment;gaia;mcp;rl-training;world-model;xbench
iamzhihuix/happy-claude-skills,main,122,false,false,https://github.com/iamzhihuix/happy-claude-skills,4,skills/browser/SKILL.md;skills/docx-format-replicator/SKILL.md;skills/video-processor/SKILL.md;skills/wechat-article-writer/SKILL.md,17,2,2,8,1,2026-02-24T12:49:54Z,0,0,0,95578705,iamzhihuix/happy-claude-skills,false,6,1,0,10,Python,main,MIT License,,0,122,1,45,2025-12-27T02:40:43,2025-12-29T03:55:29,2025-12-29T04:11:12,0,0,0,0,558,8132,145,"[{""blankLines"":153,""codeLines"":667,""commentLines"":137,""language"":""Python""},{""blankLines"":350,""codeLines"":1157,""commentLines"":0,""language"":""Markdown""},{""blankLines"":55,""codeLines"":271,""commentLines"":8,""language"":""JavaScript""},{""blankLines"":0,""codeLines"":6037,""commentLines"":0,""language"":""JSON""}]",2025-12-29T03:55:26,632f2c3472ecf2af93906f4c909da53716816e14,true,false,false,false,"{""Python"":32145,""JavaScript"":9685}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
gmickel/gmickel-claude-marketplace,main,510,false,false,https://github.com/gmickel/gmickel-claude-marketplace,23,plugins/flow-next/skills/browser/SKILL.md;plugins/flow-next/skills/flow-next-deps/SKILL.md;plugins/flow-next/skills/flow-next-epic-review/SKILL.md;plugins/flow-next/skills/flow-next-export-context/SKILL.md;plugins/flow-next/skills/flow-next-impl-review/SKILL.md;plugins/flow-next/skills/flow-next-interview/SKILL.md;plugins/flow-next/skills/flow-next-plan-review/SKILL.md;plugins/flow-next/skills/flow-next-plan/SKILL.md;plugins/flow-next/skills/flow-next-prime/SKILL.md;plugins/flow-next/skills/flow-next-ralph-init/SKILL.md;plugins/flow-next/skills/flow-next-rp-explorer/SKILL.md;plugins/flow-next/skills/flow-next-setup/SKILL.md;plugins/flow-next/skills/flow-next-sync/SKILL.md;plugins/flow-next/skills/flow-next-work/SKILL.md;plugins/flow-next/skills/flow-next-worktree-kit/SKILL.md;plugins/flow-next/skills/flow-next/SKILL.md;plugins/flow/skills/flow-impl-review/SKILL.md;plugins/flow/skills/flow-interview/SKILL.md;plugins/flow/skills/flow-plan-review/SKILL.md;plugins/flow/skills/flow-plan/SKILL.md;plugins/flow/skills/flow-work/SKILL.md;plugins/flow/skills/rp-explorer/SKILL.md;plugins/flow/skills/worktree-kit/SKILL.md,67,7,0,2,35,2026-02-24T12:49:45Z,1,1,0,95599901,gmickel/gmickel-claude-marketplace,false,520,11,63,33,Python,main,MIT License,https://mickel.tech/apps/flow-next,10,510,6,5119,2025-12-26T10:27:07,2026-02-10T08:34:15,2026-02-13T12:00:35,49,5,42,3,11696,45769,4045,"[{""blankLines"":2490,""codeLines"":11011,""commentLines"":2235,""language"":""Python""},{""blankLines"":752,""codeLines"":4346,""commentLines"":513,""language"":""Bourne Shell""},{""blankLines"":0,""codeLines"":3,""commentLines"":1,""language"":""Bourne Again Shell""},{""blankLines"":1601,""codeLines"":7960,""commentLines"":1275,""language"":""TypeScript""},{""blankLines"":42,""codeLines"":202,""commentLines"":10,""language"":""YAML""},{""blankLines"":6808,""codeLines"":19557,""commentLines"":11,""language"":""Markdown""},{""blankLines"":3,""codeLines"":2690,""commentLines"":0,""language"":""JSON""}]",2026-02-10T08:34:09,04f412cd09e9646cd9c12c1f025e99d423a4bdc9,true,false,false,false,"{""Python"":560796,""TypeScript"":324042,""Shell"":204365}",Future Ports;blocked;bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,ai-agent;ai-workflow;anthropic;autonomous-agent;claude-code;claude-code-plugin;cli;code-review;execution;marketplace;planning;plugin;ralph-mode;workflow
jlevy/repren,master,367,false,false,https://github.com/jlevy/repren,1,repren/skills/SKILL.md,1,0,0,0,0,2026-02-24T12:49:58Z,1,1,0,3674263,jlevy/repren,false,131,9,7,39,Python,master,MIT License,,9,367,4,526,2014-07-10T09:51:51,2026-01-17T08:23:15,2026-01-17T08:23:19,24,7,17,0,6051,14666,786,"[{""blankLines"":24,""codeLines"":112,""commentLines"":14,""language"":""TOML""},{""blankLines"":21,""codeLines"":81,""commentLines"":17,""language"":""YAML""},{""blankLines"":181,""codeLines"":188,""commentLines"":89,""language"":""Bourne Shell""},{""blankLines"":5224,""codeLines"":12481,""commentLines"":0,""language"":""Markdown""},{""blankLines"":12,""codeLines"":27,""commentLines"":2,""language"":""make""},{""blankLines"":1,""codeLines"":9,""commentLines"":0,""language"":""Text""},{""blankLines"":588,""codeLines"":1768,""commentLines"":664,""language"":""Python""}]",2026-01-17T08:23:08,002b76ca84967ae95f7689d4958054131322c761,false,false,false,false,"{""Python"":101878,""Shell"":11418,""Makefile"":837}",bug;dependencies;duplicate;enhancement;feature;help wanted;invalid;question;wontfix,command-line;python;refactoring;regular-expression;renames;search-and-replace
joeseesun/anything-to-notebooklm,main,209,false,false,https://github.com/joeseesun/anything-to-notebooklm,1,SKILL.md,8,0,0,0,7,2026-02-24T12:49:59Z,0,0,0,95608728,joeseesun/anything-to-notebooklm,false,7,1,2,23,Python,main,MIT License,,1,209,1,50,2026-01-25T02:48:01,2026-01-25T03:17:30,2026-01-26T10:59:32,0,0,0,0,343,1108,44,"[{""blankLines"":269,""codeLines"":759,""commentLines"":0,""language"":""Markdown""},{""blankLines"":37,""codeLines"":179,""commentLines"":22,""language"":""Bourne Shell""},{""blankLines"":2,""codeLines"":9,""commentLines"":0,""language"":""Text""},{""blankLines"":35,""codeLines"":161,""commentLines"":22,""language"":""Python""}]",2026-01-25T03:16:46,965051880b73873bb73d849eb6edd0c3eef20f03,true,false,false,false,"{""Python"":6675,""Shell"":6661}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,automation;claude;mcp;notebooklm;skill
johnhuang316/code-index-mcp,master,666,false,false,https://github.com/johnhuang316/code-index-mcp,2,.codex/skills/release-prep/SKILL.md;.codex/skills/verify-multilang-support/SKILL.md,4,1,0,1,0,2026-02-24T12:50:01Z,0,0,0,95393429,johnhuang316/code-index-mcp,false,198,5,42,83,Python,master,MIT License,,4,666,13,1225,2025-03-18T02:21:59,2026-01-09T07:06:15,2026-01-09T11:58:19,36,10,33,0,4925,18887,5186,"[{""blankLines"":18,""codeLines"":77,""commentLines"":4,""language"":""Objective-C""},{""blankLines"":7,""codeLines"":8,""commentLines"":9,""language"":""Dockerfile""},{""blankLines"":0,""codeLines"":358,""commentLines"":0,""language"":""JSON""},{""blankLines"":262,""codeLines"":1185,""commentLines"":135,""language"":""Go""},{""blankLines"":290,""codeLines"":1963,""commentLines"":479,""language"":""TypeScript""},{""blankLines"":14,""codeLines"":56,""commentLines"":0,""language"":""C#""},{""blankLines"":2911,""codeLines"":9581,""commentLines"":3393,""language"":""Python""},{""blankLines"":15,""codeLines"":97,""commentLines"":5,""language"":""Maven""},{""blankLines"":129,""codeLines"":501,""commentLines"":137,""language"":""Zig""},{""blankLines"":8,""codeLines"":20,""commentLines"":0,""language"":""C/C++ Header""},{""blankLines"":20,""codeLines"":178,""commentLines"":67,""language"":""Protocol Buffers""},{""blankLines"":14,""codeLines"":82,""commentLines"":0,""language"":""YAML""},{""blankLines"":718,""codeLines"":2356,""commentLines"":0,""language"":""Markdown""},{""blankLines"":239,""codeLines"":1388,""commentLines"":396,""language"":""JavaScript""},{""blankLines"":4,""codeLines"":33,""commentLines"":0,""language"":""TOML""},{""blankLines"":262,""codeLines"":942,""commentLines"":561,""language"":""Java""},{""blankLines"":0,""codeLines"":15,""commentLines"":0,""language"":""Text""},{""blankLines"":14,""codeLines"":47,""commentLines"":0,""language"":""Kotlin""}]",2026-01-09T06:46:15,428613fafb5eefd8584c45be44d1cf8fd18411f0,true,false,false,false,"{""Python"":560166,""TypeScript"":70277,""JavaScript"":53042,""Java"":52284,""Go"":42514,""Zig"":29786,""Objective-C"":2982,""C#"":1634,""Kotlin"":1549,""Dockerfile"":611}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
kalil0321/reverse-api-engineer,main,318,false,false,https://github.com/kalil0321/reverse-api-engineer,1,plugins/reverse-api-engineer/skills/reverse-engineering-api/SKILL.md,10,2,0,4,3,2026-02-24T12:50:01Z,1,0,0,95577352,kalil0321/reverse-api-engineer,false,171,18,12,25,Python,main,MIT License,,6,318,3,6761,2025-12-23T02:04:45,2026-01-20T07:48:09,2026-01-22T03:02:16,11,1,23,0,5153,33743,3214,"[{""blankLines"":12,""codeLines"":101,""commentLines"":2,""language"":""TOML""},{""blankLines"":0,""codeLines"":14894,""commentLines"":0,""language"":""JSON""},{""blankLines"":10,""codeLines"":107,""commentLines"":14,""language"":""SVG""},{""blankLines"":7,""codeLines"":20,""commentLines"":4,""language"":""Bourne Shell""},{""blankLines"":2410,""codeLines"":8275,""commentLines"":0,""language"":""Markdown""},{""blankLines"":195,""codeLines"":1589,""commentLines"":44,""language"":""TypeScript""},{""blankLines"":0,""codeLines"":33,""commentLines"":1,""language"":""JavaScript""},{""blankLines"":2471,""codeLines"":8522,""commentLines"":3145,""language"":""Python""},{""blankLines"":20,""codeLines"":72,""commentLines"":4,""language"":""CSS""},{""blankLines"":28,""codeLines"":118,""commentLines"":0,""language"":""Text""},{""blankLines"":0,""codeLines"":12,""commentLines"":0,""language"":""HTML""}]",2026-01-20T07:48:09,2d772cea32ea092789ca68237779235127191766,true,false,false,false,"{""Python"":380538,""TypeScript"":59959,""CSS"":1693,""Shell"":867,""JavaScript"":823,""HTML"":282}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,ai;ai-agents;ai-scraping;api;claude-code;llm;opencode;playwright;reverse-engineering;scraping;web-scraping
itsmostafa/aws-agent-skills,main,991,false,false,https://github.com/itsmostafa/aws-agent-skills,18,skills/api-gateway/SKILL.md;skills/bedrock/SKILL.md;skills/cloudformation/SKILL.md;skills/cloudwatch/SKILL.md;skills/cognito/SKILL.md;skills/dynamodb/SKILL.md;skills/ec2/SKILL.md;skills/ecs/SKILL.md;skills/eks/SKILL.md;skills/eventbridge/SKILL.md;skills/iam/SKILL.md;skills/lambda/SKILL.md;skills/rds/SKILL.md;skills/s3/SKILL.md;skills/secrets-manager/SKILL.md;skills/sns/SKILL.md;skills/sqs/SKILL.md;skills/step-functions/SKILL.md,38,0,0,0,20,2026-02-24T12:49:57Z,0,0,0,95588273,itsmostafa/aws-agent-skills,false,193,6,0,419,Python,main,MIT License,,27,991,20,8894,2019-05-18T07:38:59,2026-02-09T09:20:19,2026-02-09T05:36:22,23,0,54,6,2851,12492,44,"[{""blankLines"":16,""codeLines"":73,""commentLines"":5,""language"":""YAML""},{""blankLines"":2767,""codeLines"":12027,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":63,""commentLines"":0,""language"":""JSON""},{""blankLines"":0,""codeLines"":3,""commentLines"":0,""language"":""Text""},{""blankLines"":68,""codeLines"":326,""commentLines"":39,""language"":""Python""}]",2026-01-22T01:28:57,e9e01ada13b6e64fbfe06915380625facca60ed4,true,false,false,false,"{""Python"":14881}",aws-update;bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,agent-skills;agentic-ai;aws;claude-code;claude-skills;codex;coding-agents
